step,mode_id,tip_x,tip_y,tip_z,target_x,target_y,target_z,tip_err,a2d_rank,sigma_min,tension_feasible,residual_x,residual_y,residual_z,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,qm_1,qm_2,qm_3,qm_4,qm_5,qm_6,L_1,Tfeas_1,L_2,Tfeas_2,L_3,Tfeas_3,L_4,Tfeas_4,L_5,Tfeas_5,L_6,Tfeas_6,L_7,Tfeas_7,L_8,Tfeas_8
11,1,-0.0929149546782455,0.147145435451866,0.285124963237541,-0.333,0.31,0.2851,0.290107633137211,3,0.0104776874874062,0,8.88178419700125e-16,-8.88178419700125e-16,-0.162488234210077,-0.15,0.15,0.0150773386973267,0,0,0,0,0,0,0,0,0,0,0,0,1.22123916806741,5,1.22123916806741,5,0.989978771018918,6.73886385684445,0.989978771018918,6.73886385684445,1.22012757016613,5.00606925336995,1.22012757016613,5.00606925336995,1.41424128989128,5.00000000000005,1.41424128989128,5.00000000000005
12,1,-0.107912248415921,0.162200079068843,0.285124963237541,-0.333,0.31,0.2851,0.269275533912005,3,0.0111082530525113,0,0,-1.77635683940025e-15,-0.173908919903248,-0.165,0.165,0.0160345476697914,0,0,0,0,0,0,0,0,0,0,0,0,1.22519977251082,5,1.22519977251082,5,0.968769530824126,6.9069494204603,0.968769530824126,6.9069494204603,1.22390350034864,5.00733730786254,1.22390350034864,5.00733730786254,1.43545806517398,5,1.43545806517398,5
13,1,-0.12290986252999,0.177249156165542,0.285124963237541,-0.333,0.31,0.2851,0.248516906918003,3,0.011664709394636,0,-8.88178419700125e-16,-8.88178419700125e-16,-0.18436222972401,-0.18,0.18,0.0168942078734175,0,0,0,0,0,0,0,0,0,0,0,0,1.22951620969375,5,1.22951620969375,5,0.947560135420406,7.07344762015907,0.947560135420406,7.07344762015907,1.22803140618759,5.00872417052048,1.22803140618759,5.00872417052048,1.45667464941381,5,1.45667464941381,5
14,1,-0.137907780723652,0.19229270684122,0.285124963237541,-0.333,0.31,0.2851,0.227850787815406,3,0.0121480356643263,0,0,0,-0.193830903367788,-0.195,0.195,0.0176570345448367,0,0,0,0,0,0,0,0,0,0,0,0,1.2341836551047,5,1.2341836551047,5,0.926350522593198,7.2382439732422,0.926350522593198,7.2382439732422,1.23250872740673,5.01022819400964,1.23250872740673,5.01022819400964,1.47789098615312,5,1.47789098615312,5
15,1,-0.152905988377648,0.206415969349513,0.285124963237541,-0.333,0.31,0.2851,0.207758285156564,3,0.0125608115523205,0,-1.77635683940025e-15,0,-0.202353139794304,-0.21,0.209085196768248,0.0183237653465344,0,0,0,0,0,0,0,0,0,0,0,0,1.23966777529027,5,1.23966777529027,5,0.905790501477445,7.39819596378244,0.905790501477445,7.39819596378244,1.23655104889014,5.01978387919172,1.23655104889014,5.01978387919172,1.49845862706905,5,1.49845862706905,5
16,1,-0.167904457488809,0.218844594363169,0.285124963237541,-0.333,0.31,0.2851,0.188589095010934,3,0.0129097724479789,0,2.66453525910038e-15,8.88178419700125e-16,-0.210050267266097,-0.225,0.221480872705636,0.0189008597332066,0,0,0,0,0,0,0,0,0,0,0,0,1.24631463221639,5.00000000000006,1.24631463221639,5.00000000000006,0.886433579872828,7.55161475277506,0.886433579872828,7.55161475277506,1.23946429177705,5.04516238719097,1.23946429177705,5.04516238719097,1.51782983286695,5.00000000000089,1.51782983286695,5.00000000000089
17,1,-0.182903149845788,0.22978191992623,0.285124963237541,-0.333,0.31,0.2851,0.170188147119889,3,0.0132033292389181,0,0,2.66453525910038e-15,-0.217051441213365,-0.24,0.232389723717489,0.0193995715992686,0,0,0,0,0,0,0,0,0,0,0,0,1.25395568401784,5,1.25395568401784,5,0.868143406712806,7.70045686716167,0.868143406712806,7.70045686716167,1.24138266011881,5.086031648502,1.24138266011881,5.086031648502,1.53615194290974,5,1.53615194290974,5
18,1,-0.197902033152243,0.239406885726445,0.285124963237541,-0.333,0.31,0.2851,0.152429816808918,3,0.0134487058839289,0,-1.77635683940025e-15,8.88178419700125e-16,-0.223470749842964,-0.255,0.241990124003997,0.0198298102733588,0,0,0,0,0,0,0,0,0,0,0,0,1.26244845890615,5,1.26244845890615,5,0.850803766261649,7.84649929763654,0.850803766261649,7.84649929763654,1.24242836973833,5.14210276489314,1.24242836973833,5.14210276489315,1.5535563448553,5,1.5535563448553,5
19,1,-0.212901080006658,0.247876960634399,0.285124963237541,-0.333,0.31,0.2851,0.135214730065738,3,0.0136520890402158,0,2.66453525910038e-15,-8.88178419700125e-16,-0.229409078356505,-0.27,0.250439044501117,0.0202003004185392,0,0,0,0,0,0,0,0,0,0,0,0,1.27167237962683,5,1.27167237962683,5,0.834315545865218,7.99137785976126,0.834315545865218,7.99137785976126,1.24271219993709,5.21314887486919,1.24271219993709,5.21314887486919,1.57015980807874,5,1.57015980807874,5
20,1,-0.227311228704422,0.255330718969194,0.285124963237541,-0.333,0.31,0.2851,0.118990954654366,3,0.0138201891054847,0,1.51434420558871e-12,9.06830166513828e-13,-0.234852339945056,-0.284410961628264,0.257874621123802,0.0205187229479081,0,0,0,0,0,0,0,0,0,0,0,0,1.28100216197366,5.00000000149978,1.28100216197366,5.00000000149978,0.81899866671991,8.13143305458342,0.81899866671991,8.13143305458347,1.24260367518332,5.2926558351119,1.24260367518332,5.2926558351119,1.58564548890075,5.00000000018753,1.58564548890075,5.00000000018753
21,1,-0.239992316577436,0.261890107638804,0.285124963237541,-0.333,0.31,0.2851,0.104713855538802,3,0.0139606825112716,0,8.88178419700125e-16,1.77635683940025e-15,-0.239652201298629,-0.297092741739225,0.26441842417142,0.020791675668059,0,0,0,0,0,0,0,0,0,0,0,0,1.28932599341443,5,1.28932599341443,5,0.805549057322503,8.25703998283764,0.805549057322503,8.25703998283764,1.24268268278722,5.36684632149888,1.24268268278722,5.36684632149888,1.59928499137589,5,1.59928499137589,5
22,1,-0.251151812181902,0.267662441248149,0.285124963237541,-0.333,0.31,0.2851,0.0921498527038229,3,0.0140774581324867,0,5.24025267623074e-13,1.96287430753728e-13,-0.243868717336876,-0.308252824792268,0.270177455565622,0.0210246362216615,0,0,0,0,0,0,0,0,0,0,0,0,1.29673707299526,5.00000000111413,1.29673707299526,5.00000000111413,0.793737095994058,8.36960543800183,0.793737095994058,8.36960543800183,1.24288756447382,5.43564648180586,1.24288756447382,5.43564648180586,1.61129697971755,5.00000000065221,1.61129697971755,5.00000000065221
23,1,-0.260972290074232,0.272742157818981,0.285124963237541,-0.333,0.31,0.2851,0.0810933932222569,3,0.0141738321491508,0,1.77635683940025e-15,1.77635683940025e-15,-0.247557476743335,-0.318073799039856,0.275245877450839,0.0212224372057824,0,0,0,0,0,0,0,0,0,0,0,0,1.30332418472341,5,1.30332418472341,5,0.783361645783418,8.47038913827129,0.783361645783418,8.47038913827129,1.24317286161491,5.49908772395044,1.24317286161491,5.49908772395044,1.62187460250669,5,1.62187460250669,5
24,1,-0.269614417828684,0.277212363839805,0.285124963237541,-0.333,0.31,0.2851,0.0713635883019712,3,0.0142526376516193,0,6.21724893790088e-14,3.73034936274053e-14,-0.250769841356622,-0.326716343878225,0.279706553002438,0.0213893405778448,0,0,0,0,0,0,0,0,0,0,0,0,1.30917051623534,5.00000000007889,1.30917051623534,5.00000000007889,0.774246512020549,8.56052844383057,0.774246512020549,8.56052844383057,1.24350540874911,5.55728817850822,1.24350540874911,5.55728817850822,1.63118836459565,5.00000000004287,1.63118836459565,5.00000000004287
25,1,-0.277219584643304,0.281146193926551,0.285124963237541,-0.333,0.31,0.2851,0.062801253852554,3,0.0143162992625454,0,1.51878509768721e-13,9.68114477473137e-14,-0.253553157592924,-0.334321858731092,0.283632402314712,0.0215291038168463,0,0,0,0,0,0,0,0,0,0,0,0,1.31435306606785,5.00000000039031,1.31435306606785,5.00000000039031,0.766237331946603,8.6410561726124,0.766237331946603,8.6410561726124,1.24386132591203,5.61043412300524,1.24386132591203,5.61043412300524,1.63938870665652,5.00000000013867,1.63938870665652,5.00000000013867
26,1,-0.283912214540134,0.284608007338711,0.285124963237541,-0.333,0.31,0.2851,0.0552663061532793,3,0.0143668955007028,0,1.90070181815827e-13,1.24344978758018e-13,-0.255950952981991,-0.341014776482386,0.287087595566134,0.021645038674944,0,0,0,0,0,0,0,0,0,0,0,0,1.3189424479131,5.00000000064275,1.3189424479131,5.00000000064275,0.759198847590732,8.71291355250437,0.759198847590732,8.71291355250437,1.2442237111357,5.65876262411462,1.2442237111357,5.65876262411462,1.64660831228201,5.00000000018608,1.64660831228201,5.00000000018608
27,1,-0.289801802005329,0.287654440926534,0.285124963237541,-0.333,0.31,0.2851,0.0486354700137232,3,0.0144062110626781,0,1.88293824976427e-13,1.30562227695918e-13,-0.258003125949351,-0.346904599311685,0.29012860299387,0.0217400632888441,0,0,0,0,0,0,0,0,0,0,0,0,1.32300295724635,5.00000000077554,1.32300295724635,5.00000000077554,0.753012517461147,8.77695980685757,0.753012517461147,8.77695980685757,1.24458087594067,5.70254605433213,1.24458087594067,5.70254605433213,1.65296416482229,5.00000000020473,1.65296416482229,5.00000000020473
28,1,-0.294984703373667,0.290335335736001,0.285124963237541,-0.333,0.31,0.2851,0.0428002619310578,3,0.0144357807656198,0,1.78523862359725e-13,1.21680443498917e-13,-0.259746135131008,-0.352087690243405,0.292805118864278,0.0218167483549654,0,0,0,0,0,0,0,0,0,0,0,0,1.32659280596881,5.00000000081533,1.32659280596881,5.00000000081533,0.74757442686049,8.83397950733475,0.74757442686049,8.83397950733475,1.24492500040684,5.74207880482155,1.24492500040684,5.74207880482155,1.6585593766249,5.00000000020829,1.6585593766249,5.00000000020829
29,1,-0.299545713265689,0.29269455243127,0.285124963237541,-0.333,0.31,0.2851,0.0376652152472119,3,0.0144569265589542,0,1.58983937126322e-13,1.11022302462516e-13,-0.261213191388192,-0.356648849723243,0.295160874562749,0.0218773580087467,0,0,0,0,0,0,0,0,0,0,0,0,1.32976445919875,5.00000000080374,1.32976445919875,5.00000000080374,0.742793460699657,8.8846884923885,0.742793460699657,8.8846884923885,1.2452511114781,5.77766626083215,1.2452511114781,5.77766626083215,1.66348481277329,5.0000000001813,1.66348481277329,5.0000000001813
30,1,-0.303559451868994,0.294770688875313,0.285124963237541,-0.333,0.31,0.2851,0.0331463182683958,3,0.0144707887530374,0,1.50102152929321e-13,1.04805053524615e-13,-0.262434453387425,-0.360662703017723,0.297234354110585,0.0219238859878356,0,0,0,0,0,0,0,0,0,0,0,0,1.33256502854693,5.00000000076911,1.33256502854693,5.00000000076911,0.738589706533114,8.92973889408018,0.738589706533114,8.92973889408018,1.24555630961897,5.80961594468075,1.24555630961897,5.80961594468075,1.66782053025535,5.00000000017262,1.66782053025535,5.00000000017262
31,1,-0.307091585760463,0.296597711608673,0.285124963237541,-0.333,0.31,0.2851,0.0291696397937127,3,0.014478352408954,0,1.52766688188422e-13,1.05693231944315e-13,-0.263437225970299,-0.364194921137121,0.299059423819146,0.0219580876019132,0,0,0,0,0,0,0,0,0,0,0,0,1.33503669055392,5.00000000072445,1.33503669055392,5.00000000072445,0.734893059137252,8.96972362417281,0.734893059137252,8.96972362417281,1.24583918582301,5.83823063439951,1.24583918582301,5.83823063439951,1.67163705202092,5.00000000017839,1.67163705202092,5.00000000017839
32,1,-0.310199902242789,0.298205511557656,0.285124963237541,-0.333,0.31,0.2851,0.0256701195657164,3,0.0144804696714729,0,1.48325796089921e-13,9.9475983006414e-14,-0.264246159557246,-0.367303295258014,0.30066588638581,0.0219815079789404,0,0,0,0,0,0,0,0,0,0,0,0,1.33721710914723,5.00000000067507,1.33721710914723,5.00000000067507,0.731642001274954,9.00518053372211,0.731642001274954,9.00518053372211,1.2460993841719,5.86380321632052,1.2460993841719,5.86380321632052,1.67499649378739,5.00000000019825,1.67499649378739,5.00000000019825
33,1,-0.312935254772093,0.299620393063586,0.285124963237541,-0.333,0.31,0.2851,0.0225905038540197,3,0.0144778786960337,0,3.5527136788005e-15,-1.77635683940025e-15,-0.264883448316259,-0.370038682224583,0.302079968499395,0.0219955070088049,0,0,0,0,0,0,0,0,0,0,0,0,1.3391398481934,5,1.3391398481934,5,0.728782538319653,9.03659636447459,0.728782538319653,9.03659636447459,1.2463372754182,5.88661301208584,1.2463372754182,5.88661301208584,1.67795355983313,5,1.67795355983313,5
34,1,-0.31534239494434,0.300865504233886,0.285124963237541,-0.333,0.31,0.2851,0.0198804087575188,3,0.0144712197131919,0,-8.88178419700125e-16,-8.88178419700125e-16,-0.265369024912337,-0.372445836598333,0.303324749934369,0.022001281360697,0,0,0,0,0,0,0,0,0,0,0,0,1.34083476531942,5.00000000000029,1.34083476531942,5.00000000000029,0.726267267147537,9.06441055376268,0.726267267147537,9.06441055376268,1.24655371503548,5.90692333031378,1.24655371503548,5.90692333031378,1.68055642244703,5.00000000000011,1.68055642244703,5.00000000000011
35,1,-0.31746070465232,0.301961215655713,0.285124963237541,-0.333,0.31,0.2851,0.017495495900363,3,0.0144610486850399,0,1.77635683940025e-15,2.66453525910038e-15,-0.265720749316927,-0.374564142869581,0.304420541155442,0.0219998839099239,0,0,0,0,0,0,0,0,0,0,0,0,1.34232838176185,5.00000000000001,1.34232838176185,5.00000000000001,0.724054562153746,9.08901890136005,0.724054562153746,9.08901890136005,1.24674986534648,5.92497999663848,1.24674986534648,5.92497999663848,1.68284749821521,5.0000000000007,1.68284749821521,5.0000000000007
36,1,-0.319324840391665,0.302925453668085,0.285124963237541,-0.333,0.31,0.2851,0.0153967470356264,3,0.0144478489340848,0,-8.88178419700125e-16,-3.5527136788005e-15,-0.265954590319068,-0.376428259810544,0.305385215611423,0.0219922408731081,0,0,0,0,0,0,0,0,0,0,0,0,1.34364422549858,5.00000000000001,1.34364422549858,5.00000000000001,0.722107863421344,9.11077711034699,0.722107863421344,9.11077711034699,1.24692706610269,5.94101066642038,1.24692706610269,5.94101066642038,1.68486413294372,5.00000000000068,1.68486413294372,5.00000000000068
37,1,-0.320965300257103,0.303773993644994,0.285124963237541,-0.333,0.31,0.2851,0.0135498256888231,3,0.0144320410631734,0,-8.88178419700125e-16,-1.77635683940025e-15,-0.266084797926078,-0.378068687512283,0.306234502155689,0.0219791669175598,0,0,0,0,0,0,0,0,0,0,0,0,1.34480314663576,5.00000000000001,1.34480314663576,5.00000000000001,0.720395053989311,9.13000417876997,0.720395053989311,9.13000417876997,1.24708674155926,5.9552247278855,1.24708674155926,5.9552247278855,1.68663920574676,5.00000000000066,1.68663920574676,5.00000000000066
38,1,-0.322408922905276,0.304520718087735,0.285124963237541,-0.333,0.31,0.2851,0.0119245153974361,3,0.0144139914332595,0,-1.77635683940025e-15,-8.88178419700125e-16,-0.266124065756903,-0.379512266382821,0.306982242378032,0.0219613784808258,0,0,0,0,0,0,0,0,0,0,0,0,1.34582360518158,5.00000000000001,1.34582360518158,5.00000000000001,0.718887914849473,9.14698563078809,0.718887914849473,9.14698563078809,1.24723033491544,5.96781364751318,1.24723033491544,5.96781364751318,1.68820166167452,5.00000000000064,1.68820166167452,5.00000000000064
39,1,-0.323679326647434,0.305177843748973,0.285124963237541,-0.333,0.31,0.2851,0.0104942253557743,3,0.0143940194224528,0,-1.77635683940025e-15,1.77635683940025e-15,-0.266083682743286,-0.38078261627047,0.307640617058463,0.0219395055097266,0,0,0,0,0,0,0,0,0,0,0,0,1.34672193209841,5,1.34672193209841,5,0.717561647774946,9.16197657207493,0.717561647774946,9.16197657207493,1.24735926316271,5.97895163144878,1.24735926316271,5.97895163144878,1.68957698121015,5,1.68957698121015,5
40,1,-0.324797295855758,0.305756121504404,0.285124963237541,-0.333,0.31,0.2851,0.00923555537726728,3,0.0143724036535239,0,0,8.88178419700125e-16,-0.265973673817133,-0.381900522896801,0.308220345448246,0.0219141018043292,0,0,0,0,0,0,0,0,0,0,0,0,1.34751256500096,5,1.34751256500096,5,0.716394457366976,9.1752045582566,0.716394457366976,9.1752045582566,1.24747488705091,5.98879650189389,1.24747488705091,5.98879650189389,1.69078759402594,5,1.69078759402594,5
41,1,-0.325781121005122,0.306265012241991,0.285124963237541,-0.333,0.31,0.2851,0.00812791305676927,3,0.0143493873467354,0,-8.88178419700125e-16,1.77635683940025e-15,-0.265802929546541,-0.38288427792162,0.308730860638783,0.021885654131027,0,0,0,0,0,0,0,0,0,0,0,0,1.3482082601438,5,1.3482082601438,5,0.715367184824749,9.18687226934586,0.715367184824749,9.18687226934586,1.2475784921614,5.99749070872311,1.2475784921614,5.99749070872311,1.69185324354674,5,1.69185324354674,5
42,1,-0.326646897913538,0.306712841646414,0.285124963237541,-0.333,0.31,0.2851,0.00715317686946051,3,0.0143251829295893,0,0,-8.88178419700125e-16,-0.265579324911795,-0.383749978203664,0.309180463887691,0.0218545902499414,0,0,0,0,0,0,0,0,0,0,0,0,1.34882028247654,5.00000000000001,1.34882028247654,5.00000000000001,0.714462986913991,9.1971599874301,0.714462986913991,9.1971599874301,1.2476712780557,6.0051624146733,1.2476712780557,6.0051624146733,1.69279130811662,5.0000000000006,1.69279130811662,5.0000000000006
43,1,-0.32740879107701,0.307106936411072,0.285124963237541,-0.333,0.31,0.2851,0.00629539969448567,3,0.0142999760139835,0,8.88178419700125e-16,3.5527136788005e-15,-0.26530982758665,-0.384511789153123,0.309576460427095,0.0218212859850168,0,0,0,0,0,0,0,0,0,0,0,0,1.34935857558384,5.00000000000001,1.34935857558384,5.00000000000001,0.713667054453462,9.20622787873692,0.713667054453462,9.20622787873692,1.24775435321683,6.01192660748709,1.24775435321683,6.01192660748709,1.69361708389497,5.00000000000059,1.69361708389497,5.00000000000059
44,1,-0.328079265407063,0.307453744106136,0.285124963237541,-0.333,0.31,0.2851,0.00554054791283235,3,0.0142739288336972,0,2.66453525910038e-15,0,-0.265000596217606,-0.38518217648463,0.30992527897614,0.0217860714502214,0,0,0,0,0,0,0,0,0,0,0,0,1.34983191330069,5.00000000000001,1.34983191330069,5.00000000000001,0.712966365370294,9.21421808451341,0.712966365370294,9.21421808451341,1.24782873407237,6.01788620466145,1.24782873407237,6.01788620466145,1.69434403401208,5.00000000000058,1.69434403401208,5.00000000000058
45,1,-0.328669290162301,0.307758938663741,0.285124963237541,-0.333,0.31,0.2851,0.00487627181096853,3,0.0142471832204818,0,-1.77635683940025e-15,-2.66453525910038e-15,-0.264657069278962,-0.385772110162345,0.310232576913127,0.0217492365319973,0,0,0,0,0,0,0,0,0,0,0,0,1.35024803472445,5.00000000000001,1.35024803472445,5.00000000000001,0.712349468010213,9.22125662772687,0.712349468010213,9.22125662772687,1.24789534682339,6.02313312627997,1.24789534682339,6.02313312627997,1.69498400798541,5.00000000000057,1.69498400798541,5.00000000000057
46,1,-0.329188518410403,0.3080275132061,0.285124963237541,-0.333,0.31,0.2851,0.00429170353393301,3,0.0142198631848171,0,-8.88178419700125e-16,1.77635683940025e-15,-0.264284045133525,-0.386291243873783,0.310503332827981,0.0217110357163549,0,0,0,0,0,0,0,0,0,0,0,0,1.35061376424979,5.00000000000001,1.35061376424979,5.00000000000001,0.711806290939962,9.22745514454207,0.711806290939962,9.22745514454207,1.24795503113476,6.02774931916294,1.24795503113476,6.02774931916294,1.69554743492886,5.00000000000057,1.69554743492886,5.00000000000057
47,1,-0.329645444956634,0.308263861735271,0.285124963237541,-0.333,0.31,0.2851,0.00377727928229523,3,0.0141920771572102,0,2.66453525910038e-15,-1.77635683940025e-15,-0.263885753952926,-0.386748072968713,0.310741927969334,0.0216716923386,0,0,0,0,0,0,0,0,0,0,0,0,1.35093511814248,5.00000000000001,1.35093511814248,5.00000000000001,0.711327975957943,9.23291245083183,0.711327975957943,9.23291245083183,1.24800854499315,6.03180772157965,1.24800854499315,6.03180772157965,1.69604349367171,5.00000000000056,1.69604349367171,5.00000000000056
48,1,-0.33004754532266,0.308471851021031,0.285124963237541,-0.333,0.31,0.2851,0.00332458284404174,3,0.0141639199374062,0,2.66453525910038e-15,8.88178419700125e-16,-0.26346592215496,-0.387150073447069,0.310952217918771,0.0216314023244793,0,0,0,0,0,0,0,0,0,0,0,0,1.35121739905133,5.00000000000001,1.35121739905133,5.00000000000001,0.710906731445057,9.23771595477454,0.710906731445057,9.23771595477454,1.24805657022871,6.03537316235194,1.24805657022871,6.03537316235194,1.69648026253658,5.00000000000056,1.69648026253658,5.00000000000056
49,1,-0.330401398049428,0.308654883862996,0.285124963237541,-0.333,0.31,0.2851,0.00292620790149507,3,0.0141354743917623,0,1.77635683940025e-15,0,-0.263027830002693,-0.387503824269817,0.311137595664886,0.0215903374833981,0,0,0,0,0,0,0,0,0,0,0,0,1.35146527973924,5.00000000000001,1.35146527973924,5.00000000000001,0.710535703549354,9.24194292695474,0.710535703549354,9.24194292695474,1.24809971833919,6.03850319160555,1.24809971833919,6.03850319160555,1.69686485120078,5.00000000000056,1.69686485120078,5.00000000000056
50,1,-0.33071279232503,0.308815954761975,0.285124963237541,-0.333,0.31,0.2851,0.0025756368605374,3,0.0141068129330715,0,8.88178419700125e-16,4.44089209850063e-15,-0.262574362986161,-0.387815114993837,0.311301047109106,0.0215486484071743,0,0,0,0,0,0,0,0,0,0,0,0,1.35168287719919,5.00000000000001,1.35168287719919,5.00000000000001,0.710208863012865,9.24566163940813,0.710208863012865,9.24566163940813,1.2481385363623,6.04124884293218,1.2481385363623,6.04124884293218,1.69720351677814,5.00000000000055,1.69720351677814,5.00000000000055
51,1,-0.330986822698406,0.308957698911369,0.285124963237541,-0.333,0.31,0.2851,0.00226713421972338,3,0.0140779988121136,0,8.88178419700125e-16,-8.88178419700125e-16,-0.26210805757579,-0.388089040491774,0.311445199911388,0.0215064670214501,0,0,0,0,0,0,0,0,0,0,0,0,1.35187381821016,5.00000000000001,1.35187381821016,5.00000000000001,0.709920905723,9.24893238481932,0.709920905723,9.24893238481932,1.24817351262195,6.04365532850668,1.24817351262195,6.04365532850668,1.69750176600514,5.00000000000055,1.69750176600514,5.00000000000055
