step,mode_id,tip_x,tip_y,tip_z,target_x,target_y,target_z,tip_err,a2d_rank,sigma_min,tension_feasible,residual_x,residual_y,residual_z,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,qm_1,qm_2,qm_3,qm_4,qm_5,qm_6,L_1,Tfeas_1,L_2,Tfeas_2,L_3,Tfeas_3,L_4,Tfeas_4,L_5,Tfeas_5,L_6,Tfeas_6,L_7,Tfeas_7,L_8,Tfeas_8
21,3,0.246279090721992,0.135379538096838,0.56373714708476,0.2,0.15,0.69,0.135269435463492,3,0.0221422056908265,0,0,0,-0.390793700551875,-0.296091805694589,0.133659295349524,0.032638506567223,-0.0363119634119207,-0.476521992376827,0.474530027165414,-0.0332598288731092,-0.151863898125499,-0.00546736633688952,-0.0363119634119207,-0.476521992376827,0.474530027165414,-0.0332598288731092,-0.151863898125499,-0.00546736633688952,1.35322692907897,5,1.35322692907897,5,0.906531503004861,7.9247919546562,0.906531503004861,7.9247919546562,1.1271585133465,6.51862939817912,1.1271585133465,6.51862939817912,1.50993710791335,5,1.50993710791335,5
22,3,0.2406695016168,0.137139635778463,0.571345370286288,0.2,0.15,0.69,0.126088534300973,3,0.0225675150782897,0,9.76996261670138e-15,-1.77635683940025e-14,-0.403007598203048,-0.307095438847224,0.134180659915983,0.0333640278826137,-0.0373801890462672,-0.484381998563576,0.482435012981824,-0.034050704574559,-0.152603979983769,-0.00565502855745384,-0.0373801890462672,-0.484381998563576,0.482435012981824,-0.034050704574559,-0.152603979983769,-0.00565502855745384,1.3623677819693,5.00000000000253,1.3623677819693,5.00000000000253,0.899518399460854,8.04683795469731,0.899518399460854,8.04683795469731,1.12216129670592,6.64743494105397,1.12216129670592,6.64743494105397,1.51860416113089,5.0000000002542,1.51860416113089,5.0000000002542
23,3,0.235740176605845,0.138687524226685,0.578491946575308,0.2,0.15,0.69,0.117640887069517,3,0.0229530863524473,0,1.77635683940025e-15,-8.88178419700125e-16,-0.414372279435044,-0.31694564349345,0.134554578255159,0.0340289570308363,-0.0383954404872572,-0.491709042079392,0.489786246946577,-0.0347913119703719,-0.153272587007261,-0.00583041588612276,-0.0383954404872572,-0.491709042079392,0.489786246946577,-0.0347913119703719,-0.153272587007261,-0.00583041588612276,1.37062454970492,5.00000000000013,1.37062454970492,5.00000000000013,0.893386620642082,8.15993443154877,0.893386620642082,8.15993443154877,1.11767705960704,6.76793971043417,1.11767705960704,6.76793971043417,1.52632696755425,5.00000000000003,1.52632696755425,5.00000000000003
24,3,0.231408540039706,0.140048867297224,0.585205442166666,0.2,0.15,0.69,0.109851812825178,3,0.0233037263297868,0,1.77635683940025e-15,-1.77635683940025e-15,-0.424947400173167,-0.325774161219941,0.134802113784106,0.0346395515754458,-0.0393633390806905,-0.498543241919763,0.496631867577781,-0.0354856557490327,-0.153877879558336,-0.00599443931444579,-0.0393633390806905,-0.498543241919763,0.496631867577781,-0.0354856557490327,-0.153877879558336,-0.00599443931444579,1.37809015902864,5,1.37809015902864,5,0.888021368324643,8.26458994335117,0.888021368324643,8.26458994335117,1.11363737757042,6.88044639558703,1.11363737757042,6.88044639558703,1.53321190464082,5.00000000000003,1.53321190464082,5.00000000000003
25,3,0.227602060198756,0.141246208360919,0.591512550007008,0.2,0.15,0.69,0.102656126954987,3,0.0236237070115494,0,8.88178419700125e-16,-8.88178419700125e-16,-0.434791264261263,-0.333696467124967,0.13494122425779,0.0352015085772386,-0.0402890113740255,-0.504920707083485,0.503014736288253,-0.0361373734945437,-0.154426840518422,-0.00614792931065467,-0.0402890113740255,-0.504920707083485,0.503014736288253,-0.0361373734945437,-0.154426840518422,-0.00614792931065467,1.3848476550925,5.00000000000003,1.3848476550925,5.00000000000003,0.883324125427832,8.36130436943997,0.883324125427832,8.36130436943997,1.10998437623654,6.98529788789946,1.10998437623654,6.98529788789946,1.5393527317485,5.00000000000046,1.5393527317485,5.00000000000046
26,3,0.224257022665274,0.142299353173379,0.597438234516902,0.2,0.15,0.69,0.0959967892144316,3,0.0239168073872177,0,7.105427357601e-14,-5.95079541199084e-14,-0.443960151191764,-0.340813949486294,0.134987250336537,0.0357199884649417,-0.0411771071017896,-0.510874116314425,0.5089731850575,-0.0367497745991857,-0.154925483631657,-0.00629164487383511,-0.0411771071017896,-0.510874116314425,0.5089731850575,-0.0367497745991857,-0.154925483631657,-0.00629164487383511,1.39097117776568,5.00000000003007,1.39097117776568,5.00000000003007,0.879210166683515,8.45056836485178,0.879210166683515,8.4505683648518,1.10666890423994,7.08286572951951,1.10666890423994,7.08286572951951,1.54483214744736,5.00000000032885,1.54483214744736,5.00000000032885
27,3,0.221317454743815,0.143225705068215,0.60300586034683,0.2,0.15,0.69,0.0898237456498705,3,0.0241863579352129,0,6.03961325396085e-14,-9.68114477473137e-14,-0.452507830862926,-0.347215764113218,0.134953321148034,0.03619964606936,-0.0420318245850898,-0.516433185419738,0.514541630402274,-0.0373258744700519,-0.155379018328831,-0.00642628127051846,-0.0420318245850898,-0.516433185419738,0.514541630402274,-0.0373258744700519,-0.155379018328831,-0.00642628127051846,1.39652687045177,5.00000000005773,1.39652687045177,5.00000000005773,0.875606475826017,8.53286150530536,0.875606475826017,8.53286150530536,1.10364905398011,7.1735397079521,1.10364905398011,7.1735397079521,1.54972314744813,5.00000000004201,1.54972314744813,5.00000000004201
28,3,0.218734181999806,0.144040558550753,0.608237307936488,0.2,0.15,0.69,0.0840929386515989,3,0.0244352851792102,0,8.17124146124115e-14,-9.59232693276135e-14,-0.460485232179564,-0.352980419713888,0.134850692113962,0.036644665570641,-0.0428569403700991,-0.521625048242213,0.519751082543785,-0.0378684246694509,-0.155791981427647,-0.00655247669351635,-0.0428569403700991,-0.521625048242213,0.519751082543785,-0.0378684246694509,-0.155791981427647,-0.00655247669351635,1.40157371592815,5.0000000000027,1.40157371592815,5.0000000000027,0.872449998859725,8.60864989870259,0.872449998859725,8.60864989870259,1.10088895866134,7.25771881947801,1.10088895866134,7.25771881947801,1.55409020972811,5.00000000036644,1.55409020972811,5.00000000036644
29,3,0.216464000452074,0.144757356567553,0.613153077993086,0.2,0.15,0.69,0.0787654622469927,3,0.0246661546141787,0,4.08562073062058e-14,-4.44089209850063e-14,-0.467940236657578,-0.358177138912388,0.134689027278213,0.037058797093081,-0.0436558408810307,-0.526474570554486,0.524629571416954,-0.0383799395319836,-0.15616834333152,-0.00667081803087314,-0.0436558408810307,-0.526474570554486,0.524629571416954,-0.0383799395319836,-0.15616834333152,-0.00667081803087314,1.40616429833115,5.00000000000034,1.40616429833115,5.00000000000034,0.869686175979096,8.67838374056678,0.869686175979096,8.67838374056678,1.09835780976897,7.33580366472583,1.09835780976897,7.33580366472583,1.55799032971725,5.00000000005871,1.55799032971725,5.00000000005871
30,3,0.214468950071339,0.145387916035945,0.617772386524265,0.2,0.15,0.69,0.073806842386452,3,0.0248812109951333,0,8.88178419700125e-16,-4.44089209850063e-15,-0.474917573562222,-0.362867030767452,0.134476635989542,0.037445393392491,-0.0444315545499182,-0.53100461128844,0.529202505963413,-0.03886271972021,-0.15651159438827,-0.0067818458937018,-0.0444315545499182,-0.53100461128844,0.529202505963413,-0.03886271972021,-0.15651159438827,-0.0067818458937018,1.4103454932674,5,1.4103454932674,5,0.86726770508123,8.74249512744324,0.86726770508123,8.74249512744324,1.09602905121376,7.40819024582301,1.09602905121376,7.40819024582301,1.56147392524094,5.00000000000015,1.56147392524094,5.00000000000015
31,3,0.212715677062156,0.145942625621341,0.622113251712976,0.2,0.15,0.69,0.0691864244124773,3,0.0250824154541463,0,8.88178419700125e-16,4.44089209850063e-15,-0.481458795178326,-0.36710410393086,0.134220671906248,0.0378074455941228,-0.0451867833821711,-0.535236242003757,0.533492979358254,-0.0393188731133823,-0.156824815663497,-0.00688605902188897,-0.0451867833821711,-0.535236242003757,0.533492979358254,-0.0393188731133823,-0.156824815663497,-0.00688605902188897,1.4141590897245,5,1.4141590897245,5,0.865153498163427,8.80139626811367,0.865153498163427,8.80139626811367,1.09387971566343,7.47526506278413,1.09387971566343,7.47526506278413,1.56458562821148,5.00000000000025,1.56458562821148,5.00000000000025
32,3,0.211174873986035,0.146430619234648,0.62619257366477,0.2,0.15,0.69,0.0648768521367805,3,0.0252714792319546,0,2.66453525910038e-15,8.88178419700125e-16,-0.487602314958043,-0.370936144368111,0.133927300791833,0.0381476173087099,-0.0459239332754965,-0.539188932930404,0.537522030018188,-0.0397503333672594,-0.157110737361118,-0.00698391816373211,-0.0459239332754965,-0.539188932930404,0.537522030018188,-0.0397503333672594,-0.157110737361118,-0.00698391816373211,1.41764234837776,5,1.41764234837776,5,0.863307798682356,8.85547817024774,0.863307798682356,8.85547817024775,1.09188987577538,7.53740137735993,1.09188987577538,7.53740137735994,1.56736497774737,5.00000000000023,1.56736497774737,5.00000000000023
33,3,0.209820788155501,0.146859928276075,0.630026207865423,0.2,0.15,0.69,0.0608536249818203,3,0.025449894021336,0,-8.88178419700125e-16,0,-0.49338349325085,-0.37440547745423,0.133601842373862,0.0384682767191467,-0.0466451426676748,-0.542880712016836,0.541308866140467,-0.0401588764355502,-0.15737178737148,-0.00707584950774493,-0.0466451426676748,-0.542880712016836,0.541308866140467,-0.0401588764355502,-0.15737178737148,-0.00707584950774493,1.4208285013095,5,1.4208285013095,5,0.861699433491358,8.90510980048267,0.861699433491358,8.90510980048267,1.09004218864935,7.59495649235745,1.09004218864935,7.59495649235745,1.56984702741685,5,1.56984702741685,5
34,3,0.208630789922469,0.147237615265184,0.6336290330403,0.2,0.15,0.69,0.0570947214730098,3,0.0256189590518518,0,-8.88178419700125e-16,0,-0.498834758009492,-0.377549630977816,0.133248890578528,0.0387715264187985,-0.0473523092728776,-0.546328301991402,0.544871059931604,-0.0405461353034683,-0.157610131868019,-0.00716224773086845,-0.0473523092728776,-0.546328301991402,0.544871059931604,-0.0405461353034683,-0.157610131868019,-0.00716224773086845,1.4237471982507,5,1.4237471982507,5,0.86030117751233,8.95063768648837,0.86030117751233,8.95063768648837,1.08832151620467,7.64826989378247,1.08832151620467,7.64826989378247,1.57206287760116,5.00000000000021,1.57206287760116,5.00000000000021
35,3,0.207584993524739,0.14756989116177,0.63701501399376,0.2,0.15,0.69,0.0535802790009291,3,0.0257798051231461,0,-1.77635683940025e-15,-1.77635683940025e-15,-0.503985749971081,-0.380401912939492,0.132872415680844,0.0390592309148836,-0.04804711479636,-0.549547239367882,0.548224716466163,-0.0409136131499213,-0.157827709453085,-0.0072434787162321,-0.04804711479636,-0.549547239367882,0.548224716466163,-0.0409136131499213,-0.157827709453085,-0.0072434787162321,1.42642490434325,5,1.42642490434325,5,0.859089213027892,8.99238590794402,0.859089213027892,8.99238590794402,1.0867146076337,7.69766210934282,1.0867146076337,7.69766210934282,1.57404014251043,5,1.57404014251043,5
36,3,0.206665924062279,0.147862218390957,0.640197259918439,0.2,0.15,0.69,0.0502923212174938,3,0.0259334158339727,0,-2.66453525910038e-15,-8.88178419700125e-16,-0.508863483723479,-0.382991915873451,0.132475851286107,0.0393330418018282,-0.048731047607911,-0.552551978505145,0.551384621172053,-0.0412626951259732,-0.15802626003468,-0.00731988198474165,-0.048731047607911,-0.552551978505145,0.551384621172053,-0.0412626951259732,-0.15802626003468,-0.00731988198474165,1.42888525418415,5,1.42888525418415,5,0.858042668548164,9.03065641435801,0.858042668548164,9.03065641435801,1.08520983280212,7.74343414871321,1.08520983280212,7.74343414871321,1.57580336012653,5.00000000000019,1.57580336012653,5.00000000000019
37,3,0.205858224968265,0.148119401332675,0.643188078593964,0.2,0.15,0.69,0.0472145256976205,3,0.0260806462690267,0,1.06581410364015e-14,-3.46389583683049e-14,-0.513492517766227,-0.385345957646921,0.13206216855209,0.0395944206710093,-0.0494054234160112,-0.55535598319973,0.554364369200774,-0.0415946589125615,-0.158207349371779,-0.00739177287762637,-0.0494054234160112,-0.55535598319973,0.554364369200774,-0.0415946589125615,-0.158207349371779,-0.00739177287762637,1.43114936660645,5.00000000000523,1.43114936660645,5.00000000000523,0.85714322473489,9.06572960669955,0.85714322473489,9.06572960669955,1.08379695761952,7.78586740582728,1.08379695761952,7.78586740582728,1.57737435226216,5.00000000035632,1.57737435226216,5.00000000035632
38,3,0.205148401033449,0.148345665815242,0.645999026838338,0.2,0.15,0.69,0.0443320256019205,3,0.0262222394043526,0,6.21724893790088e-15,-3.10862446895044e-14,-0.517895128005115,-0.387487467222553,0.131633939649521,0.0398446598630468,-0.0500714040250943,-0.557971807801039,0.557176479358783,-0.0419106841993466,-0.158372390037662,-0.00745944452127607,-0.0500714040250943,-0.557971807801039,0.557176479358783,-0.0419106841993466,-0.158372390037662,-0.00745944452127607,1.43323612431105,5.00000000000762,1.43323612431105,5.00000000000762,0.856374776951455,9.09786512015979,0.856374776951455,9.09786512015979,1.0824669541143,7.82522391821525,1.0824669541143,7.82522391821525,1.57877254098904,5.00000000034857,1.57877254098904,5.00000000034857
39,3,0.204524592649435,0.148544728960732,0.648640957529327,0.2,0.15,0.69,0.0416312400311586,3,0.0263588404808424,0,7.99360577730113e-15,-3.5527136788005e-14,-0.522091480728621,-0.389437322642742,0.131193392122161,0.0400849011928352,-0.0507300142834448,-0.560411169457231,0.559832494812877,-0.0422118612084392,-0.158522659404185,-0.0075231696009548,-0.0507300142834448,-0.560411169457231,0.559832494812877,-0.0422118612084392,-0.158522659404185,-0.0075231696009548,1.4351624221121,5.00000000000999,1.4351624221121,5.00000000000999,0.85572314573,9.12730275986775,0.85572314573,9.12730275986775,1.08121183930975,7.86174689692497,1.08121183930975,7.86174689692497,1.58001522687858,5.00000000034211,1.58001522687858,5.00000000034211
