step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_norm,arm_sigma_min,arm_condition_number,manipulability_proxy,joint_limit_min_margin,singularity_avoidance_active,singularity_avoidance_singular_count,joint_limit_avoidance_enabled,joint_limit_avoidance_active_lower_count,joint_limit_avoidance_active_upper_count,solver_status,fail_reason,platform_x,platform_y,platform_psi,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_arm_1,q_arm_2,q_arm_3,q_arm_4,q_arm_5,q_arm_6
11,0.19999999999999998,0.057697118377681045,0.010002053336297181,0.2489571069429305,0.05754232063719139,0.010002371411802463,0.24887369583402444,0.00017584042402606767,0.14309708146169373,5.589666515549003,0.027358522506986203,0.2721120665415685,False,0,False,0,0,min_task,none,-2.3127535116911666e-05,-1.848365360571672e-07,-2.7722021677810646e-05,-2.3127535116911666e-05,-1.848365360571672e-07,-2.7722021677810646e-05,-2.0804772265584166e-05,0.5800932877033035,0.9217943245779459,-1.229796395408975e-05,-1.9521657882754836e-06,1.1873329647547528e-05,-2.0804772265584166e-05,0.5800932877033035,0.9217943245779459,-1.229796395408975e-05,-1.9521657882754836e-06,1.1873329647547528e-05
12,0.21999999999999997,0.05789605993884359,0.010001921112159551,0.24906719591347554,0.05770944403625389,0.010002371411802463,0.24896654216683695,0.000212030362404832,0.14314729368481272,5.587198214248334,0.027370413812981196,0.2721355288721218,False,0,False,0,0,min_task,none,-2.9865283529150905e-05,-2.3835568366643116e-07,-3.3216826633595344e-05,-2.9865283529150905e-05,-2.3835568366643116e-07,-3.3216826633595344e-05,-2.42799132848211e-05,0.5801210022709433,0.9223229298677565,-1.567176875515649e-05,-2.6360379810020438e-06,1.5168020417537506e-05,-2.42799132848211e-05,0.5801210022709433,0.9223229298677565,-1.567176875515649e-05,-2.6360379810020438e-06,1.5168020417537506e-05
13,0.23999999999999996,0.05812876110998331,0.010001760535761772,0.2491960384791656,0.05790778390719139,0.010002371411802463,0.24907673098402444,0.0002511286039465374,0.14320692161908938,5.584268897294898,0.027384554821401463,0.2721632434397616,False,0,False,0,0,min_task,none,-3.7738338533514146e-05,-2.994787036952376e-07,-3.872365964569303e-05,-3.7738338533514146e-05,-2.994787036952376e-07,-3.872365964569303e-05,-2.7480693350224966e-05,0.5801530763353979,0.9229408447361055,-1.9530568755639503e-05,-3.456527167880667e-06,1.895391246078332e-05,-2.7480693350224966e-05,0.5801530763353979,0.9229408447361055,-1.9530568755639503e-05,-3.456527167880667e-06,1.895391246078332e-05
14,0.25999999999999995,0.058397370531674236,0.01000157195802372,0.24934483406192412,0.058139617953128886,0.010002371411802463,0.24920552767621193,0.00029299027283054106,0.14327659703244391,5.580848504152546,0.02740110797840135,0.2721953175042162,False,0,False,0,0,min_task,none,-4.682339971263017e-05,-3.678550487432413e-07,-4.4073554225206205e-05,-4.682339971263017e-05,-3.678550487432413e-07,-4.4073554225206205e-05,-3.0253918596431193e-05,0.580189531628645,0.9236534360378792,-2.388402399053568e-05,-4.418102574995985e-06,2.324635236484869e-05,-3.0253918596431193e-05,0.580189531628645,0.9236534360378792,-2.388402399053568e-05,-4.418102574995985e-06,2.324635236484869e-05
15,0.27999999999999997,0.0587039507978287,0.010001356913307646,0.24951473353991144,0.05840713477719139,0.010002371411802463,0.24935414813402443,0.0003374736314114917,0.1433569120989784,5.576909173228314,0.027420230069576806,0.27223177279746325,False,0,False,0,0,min_task,none,-5.719669693651802e-05,-4.4292230113710396e-07,-4.9105064283957726e-05,-5.719669693651802e-05,-4.4292230113710396e-07,-4.9105064283957726e-05,-3.246258084120289e-05,0.5802302965172867,0.9244657404848282,-2.8738296454849145e-05,-5.52200193461085e-06,2.8057598324262337e-05,-3.246258084120289e-05,0.5802302965172867,0.9244657404848282,-2.8738296454849145e-05,-5.52200193461085e-06,2.8057598324262337e-05
16,0.3,0.05905048015944106,0.010001118060106704,0.24970684025762432,0.05871243489500389,0.010002371411802463,0.24952375931058693,0.0003844408990559902,0.1434484186633418,5.572425302411955,0.027442072491817675,0.27227253768610504,False,0,False,0,0,min_task,none,-6.893436815202617e-05,-5.239276580887174e-07,-5.367030093053249e-05,-6.893436815202617e-05,-5.239276580887174e-07,-5.367030093053249e-05,-3.3990980319268794e-05,0.5802751982081461,0.9253824595262169,-3.409645204133188e-05,-6.766336807324823e-06,3.3397049521729564e-05,-3.3990980319268794e-05,0.5802751982081461,0.9253824595262169,-3.409645204133188e-05,-6.766336807324823e-06,3.3397049521729564e-05
17,0.32,0.059438853856564305,0.01000085907252912,0.2499222108307257,0.05905753174719139,0.010002371411802463,0.24971547978402445,0.0004337586471032935,0.1435516273701779,5.567373613681885,0.027466781493250977,0.2723174393769644,False,0,False,0,0,min_task,none,-8.211281676519942e-05,-6.099572744541758e-07,-5.763964156718245e-05,-8.211281676519942e-05,-6.099572744541758e-07,-5.763964156718245e-05,-3.474820094880044e-05,0.580323955080806,0.926407953489071,-3.9958931541381284e-05,-8.146334110463315e-06,3.927153942740804e-05,-3.474820094880044e-05,0.580323955080806,0.926407953489071,-3.9958931541381284e-05,-8.146334110463315e-06,3.927153942740804e-05
18,0.34,0.05987088521006685,0.010000584494754583,0.2501618558146399,0.05944435271187889,0.010002371411802463,0.24993038031996193,0.0004852979185195562,0.14366700672857874,5.561733217707694,0.027494498394457074,0.2723661962496243,False,0,False,0,0,min_task,none,-9.680904928121442e-05,-6.999716742619405e-07,-6.0905039596281725e-05,-9.680904928121442e-05,-6.999716742619405e-07,-6.0905039596281725e-05,-3.466994364129229e-05,0.5803761692336733,0.9275462354111557,-4.632408891855413e-05,-9.654681840288624e-06,4.568569807378498e-05,-3.466994364129229e-05,0.5803761692336733,0.9275462354111557,-4.632408891855413e-05,-9.654681840288624e-06,4.568569807378498e-05
19,0.36000000000000004,0.06034830656295477,0.010000299570658166,0.25042674028532236,0.05987474011719139,0.010002371411802463,0.2501694844340244,0.0005389341741861533,0.14379498216534212,5.555485675213944,0.027525359800233885,0.2724184104024916,False,0,False,0,0,min_task,none,-0.00011310099220471442,-7.928452997050149e-07,-6.338193856609688e-05,-0.00011310099220471442,-7.928452997050149e-07,-6.338193856609688e-05,-3.3718803238809374e-05,0.5804313193286994,0.9288009648961104,-5.318878927309234e-05,-1.1281946101965073e-05,5.2642382235928905e-05,-3.3718803238809374e-05,0.5804313193286994,0.9288009648961104,-5.318878927309234e-05,-1.1281946101965073e-05,5.2642382235928905e-05
20,0.38000000000000006,0.06087277013177789,0.010000010060189008,0.2507177843657148,0.06035045225375389,0.010002371411802463,0.25043376895433694,0.0005945471348724667,0.14393593510889047,5.54861505251123,0.027559497808359694,0.2724735604975177,False,0,False,0,0,min_task,none,-0.00013106778624773623,-8.874082373529262e-07,-6.500986173126778e-05,-0.00013106778624773623,-8.874082373529262e-07,-6.500986173126778e-05,-3.188314165218073e-05,0.5804887538152377,0.9301754422424124,-6.054905383876097e-05,-1.3017027498594553e-05,6.0143166676239905e-05,-3.188314165218073e-05,0.5804887538152377,0.9301754422424124,-6.054905383876097e-05,-1.3017027498594553e-05,6.0143166676239905e-05
21,0.4000000000000001,0.06144584880820204,0.0099997220529949,0.2510358637208706,0.06087316438719139,0.010002371411802463,0.2507241645840244,0.0006520205649218873,0.1440902021366601,5.541107969111693,0.027597040219733936,0.272530994984056,False,0,False,0,0,min_task,none,-0.00015079005540055912,-9.82488229865131e-07,-6.575180451932581e-05,-0.00015079005540055912,-9.82488229865131e-07,-6.575180451932581e-05,-2.9174762175526992e-05,0.5805476846074944,0.93167260303976,-6.840073516860196e-05,-1.4847627208458412e-05,6.818888444094293e-05,-2.9174762175526992e-05,0.5805476846074944,0.93167260303976,-6.840073516860196e-05,-1.4847627208458412e-05,6.818888444094293e-05
22,0.4200000000000001,0.06206903693701444,0.00999944178841295,0.25138181003715854,0.06144446977062889,0.010002371411802463,0.25104155646371196,0.0007112420279083964,0.1442580742118806,5.532953635761904,0.02763811075273399,0.2725899257763127,False,0,False,0,0,min_task,none,-0.0001723501483212985,-1.076951233321074e-06,-6.559260143899426e-05,-0.0001723501483212985,-1.076951233321074e-06,-6.559260143899426e-05,-2.562562658862427e-05,0.5806071812821039,0.9332950133818159,-7.674020264892391e-05,-1.6760696266033414e-05,7.67801999564222e-05,-2.562562658862427e-05,0.5806071812821039,0.9332950133818159,-7.674020264892391e-05,-1.6760696266033414e-05,7.67801999564222e-05
23,0.4400000000000001,0.06274375108710448,0.009999175489368262,0.25175641149573225,0.06206588065719139,0.010002371411802463,0.2513867847340244,0.0007721026334894668,0.1444397960302712,5.524143881578231,0.027682829263471886,0.27264942245092216,False,0,False,0,0,min_task,none,-0.00019583234956711295,-1.1697389949867938e-06,-6.45364699894162e-05,-0.00019583234956711295,-1.1697389949867938e-06,-6.45364699894162e-05,-2.1283877883077365e-05,0.5806661658549118,0.9350448658102682,-8.556501664872752e-05,-1.8742845383330235e-05,8.591819550463497e-05,-2.1283877883077365e-05,0.5806661658549118,0.9350448658102682,-8.556501664872752e-05,-1.8742845383330235e-05,8.591819550463497e-05
24,0.46000000000000013,0.06347133082563511,0.00999892921609489,0.25216041324680194,0.0627388293125039,0.010002371411802463,0.25176064509808693,0.0008344967873981495,0.14463556549293582,5.514673169273528,0.027731311972733794,0.2727084070237301,False,0,False,0,0,min_task,none,-0.0002213230584461797,-1.2599023888692356e-06,-6.260395174808385e-05,-0.0002213230584461797,-1.2599023888692356e-06,-6.260395174808385e-05,-1.6209437546144983e-05,0.5807234081879079,0.936923976078432,-9.48745691419047e-05,-2.0780696790308938e-05,9.560494980519657e-05,-1.6209437546144983e-05,0.5807234081879079,0.936923976078432,-9.48745691419047e-05,-2.0780696790308938e-05,9.560494980519657e-05
25,0.48000000000000015,0.06425303950143613,0.009998708743987488,0.25259451788850196,0.06346466902719139,0.010002371411802463,0.25216388938402445,0.000898321951565766,0.14484553331829475,5.504538597734648,0.027783671699680677,0.2727656493567262,False,0,False,0,0,min_task,none,-0.0002489109336722465,-1.346629539916886e-06,-5.9828475501296754e-05,-0.0002489109336722465,-1.346629539916886e-06,-5.9828475501296754e-05,-1.0469438499191528e-05,0.5807775220681182,0.9389337807996689,-0.00010467066953636904,-2.286116383318425e-05,0.0001058440869924144,-1.0469438499191528e-05,0.5807775220681182,0.9389337807996689,-0.00010467066953636904,-2.286116383318425e-05,0.0001058440869924144
26,0.5000000000000001,0.06509006504066867,0.009998519468341547,0.2530593859525292,0.0642446751293789,0.010002371411802463,0.25259722610746194,0.0009634784180102519,0.1450698028028341,5.493739891465937,0.027840018101785532,0.27281976323693646,False,0,False,0,0,min_task,none,-0.00027868700236229933,-1.4292680710589445e-06,-5.625276061525198e-05,-0.00027868700236229933,-1.4292680710589445e-06,-5.625276061525198e-05,-4.13373547261772e-06,0.5808269619931236,0.9410753360287056,-0.00011495805644702988,-2.4971648360741542e-05,0.0001166412751079289,-4.13373547261772e-06,0.5808269619931236,0.9410753360287056,-0.00011495805644702988,-2.4971648360741542e-05,0.0001166412751079289
27,0.5200000000000001,0.06598352075628569,0.009998366337328344,0.2535556363975804,0.06508004599719139,0.010002371411802463,0.25306132103402446,0.0010298690982787487,0.14530842973803484,5.482279376640041,0.027900457919992332,0.27286920316194185,False,0,False,0,0,min_task,none,-0.0003107447323851652,-1.507341110417297e-06,-5.192526188938653e-05,-0.0003107447323851652,-1.507341110417297e-06,-5.192526188938653e-05,2.7292947294478086e-06,0.5808700206897311,0.9433493168088143,-0.00012574481929426197,-2.7100150047770305e-05,0.0001280046553891894,2.7292947294478086e-06,0.5808700206897311,0.9433493168088143,-0.00012574481929426197,-2.7100150047770305e-05,0.0001280046553891894
28,0.5400000000000001,0.06693444617187005,0.009998253813282032,0.2540838471106005,0.06597190407125389,0.010002371411802463,0.2535567977418369,0.0010973993289547063,0.14556142248862575,5.470161943713042,0.027965095227656223,0.27291226185854944,False,0,False,0,0,min_task,none,-0.00034518006758909106,-1.5805569848888213e-06,-4.68968318378895e-05,-0.00034518006758909106,-1.5805569848888213e-06,-4.68968318378895e-05,1.0056487463024996e-05,0.5809048273834156,0.9457560177029916,-0.00013704271763491686,-2.9235285680613416e-05,0.0001399451869139778,1.0056487463024996e-05,0.5809048273834156,0.9457560177029916,-0.00013704271763491686,-2.9235285680613416e-05,0.0001399451869139778
29,0.5600000000000002,0.06794380785983434,0.009998185861254772,0.25464455541555997,0.0669212968671914,0.010002371411802463,0.2540842381840244,0.0011659766931052715,0.1458287422351302,5.457394996771426,0.02803403168142839,0.27294706855223394,False,0,False,0,0,min_task,none,-0.00038209142583726685,-1.6488127846349922e-06,-4.1217745383918734e-05,-0.00038209142583726685,-1.6488127846349922e-06,-4.1217745383918734e-05,1.779302442104373e-05,0.5809293468298197,0.9482953543169691,-0.00014886739058389938,-3.13662200685729e-05,0.00015247689517223752,1.779302442104373e-05,0.5809293468298197,0.9482953543169691,-0.00014886739058389938,-3.13662200685729e-05,0.00015247689517223752
30,0.5800000000000002,0.06901250029350633,0.009998165962864177,0.2552382585891575,0.0679291979881289,0.010002371411802463,0.25464418325121196,0.001235510857010956,0.14611030338197872,5.4439883899600146,0.02810736677192616,0.27297158799863797,False,0,False,0,0,min_task,none,-0.00042157966019100977,-1.7121922069332831e-06,-3.4935196974879275e-05,-0.00042157966019100977,-1.7121922069332831e-06,-3.4935196974879275e-05,2.5894876706314303e-05,0.5809413791128881,0.95096686581134,-0.00016123845344479966,-3.348251350788153e-05,0.00016561701772060584,2.5894876706314303e-05,0.5809413791128881,0.95096686581134,-0.00016123845344479966,-3.348251350788153e-05,0.00016561701772060584
31,0.6000000000000002,0.07014134671292113,0.009998197152667596,0.2558654143826379,0.0689965081371914,0.010002371411802463,0.2552371333340244,0.0013059134216957264,0.14640597413075973,5.429954351514473,0.0281851980717275,0.2729836202817064,False,0,False,0,0,min_task,none,-0.00046374798404076037,-1.7709582719770826e-06,-2.8091343296645952e-05,-0.00046374798404076037,-1.7709582719770826e-06,-2.8091343296645952e-05,3.43305093917559e-05,0.580938560206778,0.9537697183903566,-0.0001741794834790599,-3.557389357347577e-05,0.0001793860449553125,3.43305093917559e-05,0.580938560206778,0.9537697183903566,-0.0001741794834790599,-3.557389357347577e-05,0.0001793860449553125
32,0.6200000000000002,0.07133110000391363,0.0099982820736952,0.25652644154883864,0.0701240561300039,0.010002371411802463,0.25586354888558693,0.0013770977885473824,0.14671557721655742,5.415307396082718,0.028267621477977605,0.2729808013755963,False,0,False,0,0,min_task,none,-0.0005087018613123256,-1.8255416391713782e-06,-2.0721928488074942e-05,-0.0005087018613123256,-1.8255416391713782e-06,-2.0721928488074942e-05,4.308184123421945e-05,0.5809183632932001,0.956702709746711,-0.00018771790113685159,-3.7629961454109166e-05,0.00019380765874706476,4.308184123421945e-05,0.5809183632932001,0.956702709746711,-0.00018771790113685159,-3.7629961454109166e-05,0.00019380765874706476
33,0.6400000000000002,0.07258244359011667,0.009998423048314307,0.2572217203735999,0.0713125999071914,0.010002371411802463,0.2565238509840244,0.0014489790383390478,0.14703889080389296,5.400064226159703,0.028354731446675562,0.2729606044620184,False,0,False,0,0,min_task,none,-0.0005565488631819703,-1.8765253422826487e-06,-1.2855494552568592e-05,-0.0005565488631819703,-1.8765253422826487e-06,-1.2855494552568592e-05,5.214449033947187e-05,0.580878100820587,0.9597642744343032,-0.00020188475693091022,-3.9639845001411756e-05,0.00020890857602694083,5.214449033947187e-05,0.580878100820587,0.9597642744343032,-0.00020188475693091022,-3.9639845001411756e-05,0.00020890857602694083
34,0.6600000000000003,0.07389599233722684,0.00999862216030022,0.25795159321060596,0.0725628275468789,0.010002371411802463,0.25721842189496197,0.00152147382271054,0.14737564953746526,5.384243623581827,0.028446621215541867,0.2729203419894053,False,0,False,0,0,min_task,none,-0.0006073984929745546,-1.9246268054557333e-06,-4.51314909463883e-06,-0.0006073984929745546,-1.9246268054557333e-06,-4.51314909463883e-06,6.152736825000878e-05,0.5808149272869862,0.9629524901341258,-0.00021671443721444869,-4.159181211111517e-05,0.00022471830810619708,6.152736825000878e-05,0.5808149272869862,0.9629524901341258,-0.00021671443721444869,-4.159181211111517e-05,0.00022471830810619708
35,0.6800000000000003,0.07527229346995101,0.00999888134384158,0.25871636501914674,0.07387535827719141,0.010002371411802463,0.25794760563402447,0.0015945002682841592,0.14772554574164287,5.367866332131404,0.02854338301223097,0.27285716845580454,False,0,False,0,0,min_task,none,-0.000661361981219988,-1.9706780050711383e-06,4.291163415970594e-06,-0.000661361981219988,-1.9706780050711383e-06,4.291163415970594e-06,7.125171039879303e-05,0.5807258427235166,0.9662650847739807,-0.00023224430440482458,-4.347285894456735e-05,0.0002412688494598284,7.125171039879303e-05,0.5807258427235166,0.9662650847739807,-0.00023224430440482458,-4.347285894456735e-05,0.0002412688494598284
36,0.7000000000000003,0.0767118275008361,0.009999202475205901,0.259516303903871,0.07525074348875391,0.010002371411802463,0.25871170852933695,0.0016679778923124032,0.14808823076169758,5.350954932377335,0.02864510824464419,0.27276808389233487,False,0,False,0,0,min_task,none,-0.0007185520529268562,-2.0156046033271128e-06,1.354996081509427e-05,-0.0007185520529268562,-2.0156046033271128e-06,1.354996081509427e-05,8.13496490042896e-05,0.5806076968523759,0.9696994444558829,-0.00024851428832676256,-4.5268287854006474e-05,0.0002585943115354691,8.13496490042896e-05,0.5806076968523759,0.9696994444558829,-0.00024851428832676256,-4.5268287854006474e-05,0.0002585943115354691
37,0.7200000000000003,0.07821500917071787,0.009999587462921998,0.2603516416559769,0.0766894677471914,0.010002371411802463,0.2595109997840245,0.0017418275293915354,0.14846331643858554,5.333533709949437,0.02875188767001441,0.2726499380211942,False,0,False,0,0,min_task,none,-0.0007790826692751615,-2.060404809498014e-06,2.3261181018233006e-05,-0.0007790826692751615,-2.060404809498014e-06,2.3261181018233006e-05,9.186244554442924e-05,0.5804571938904391,0.9732526221423413,-0.00026556644557152256,-4.696128967329602e-05,0.0002767305180236823,9.186244554442924e-05,0.5804571938904391,0.9732526221423413,-0.00026556644557152256,-4.696128967329602e-05,0.0002767305180236823
38,0.7400000000000003,0.07978218840068796,0.010000038332612732,0.26122257429537155,0.07819194980562891,0.010002371411802463,0.26034571203871193,0.0018159712689434504,0.14885037670837423,5.315628518477343,0.028863811539520515,0.27249943505925744,False,0,False,0,0,min_task,none,-0.0008430687460405143,-2.106128629126848e-06,3.342689477281652e-05,-0.0008430687460405143,-2.106128629126848e-06,3.342689477281652e-05,0.00010283850411598261,0.5802708979665759,0.9769213470492619,-0.0002834445030505631,-4.8532544276867725e-05,0.00029571457787736253,0.00010283850411598261,0.5802708979665759,0.9769213470492619,-0.0002834445030505631,-4.8532544276867725e-05,0.00029571457787736253
39,0.7600000000000003,0.08141365125487376,0.010000557302990593,0.26212926261364156,0.07975854361719141,0.010002371411802463,0.2612160419340245,0.001890332402776168,0.14924894931666025,5.297266638445815,0.02898096971530505,0.27231313913539423,False,0,False,0,0,min_task,none,-0.0009106258509702645,-2.153858042083044e-06,4.4051871689361435e-05,-0.0009106258509702645,-2.153858042083044e-06,4.4051871689361435e-05,0.00011433128405611077,0.58004523912117,0.9807020346925518,-0.0003021934001529609,-4.995985210194229e-05,0.0003155844510911153,0.00011433128405611077,0.58004523912117,0.9807020346925518,-0.0003021934001529609,-4.995985210194229e-05,0.0003155844510911153
40,0.7800000000000004,0.08310962091398505,0.0100011468500421,0.26307183271720624,0.08138953934750393,0.010002371411802463,0.262122150673087,0.0019648353823723303,0.14965853763790662,5.278476633209652,0.029103451756939673,0.2720874802899883,False,0,False,0,0,min_task,none,-0.000981869882537974,-2.204688528766817e-06,5.5142095382035185e-05,-0.000981869882537974,-2.204688528766817e-06,5.5142095382035185e-05,0.00012639722291318058,0.579776519851342,0.9845907975303207,-0.00032185884183290965,-5.121780754162161e-05,0.00033637852046205965,0.00012639722291318058,0.579776519851342,0.9845907975303207,-0.00032185884183290965,-5.121780754162161e-05,0.00033637852046205965
41,0.8000000000000004,0.08487025865819378,0.010001809757005322,0.2640503765704124,0.08308516438719141,0.010002371411802463,0.26306416458402443,0.0020394057845159077,0.15007861258875366,5.259288203410853,0.029231346974595722,0.27181876102016034,False,0,False,0,0,min_task,none,-0.0010569167322111502,-2.2597122238678074e-06,6.670331513417886e-05,-0.0010569167322111502,-2.2597122238678074e-06,6.670331513417886e-05,0.00013909376697361701,0.5794609221687471,0.9885834561444069,-0.0003424868717509164,-5.2277523158393974e-05,0.00035813517961744254,0.00013909376697361701,0.5794609221687471,0.9885834561444069,-0.0003424868717509164,-5.2277523158393974e-05,0.00035813517961744254
