step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,fail_reason,fallback_applied,hold_active,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9
20,0.38000000000000006,0.11847885537543677,0.010888252116955294,0.2519043514973947,0.11694895499014732,0.010783279514253664,0.2515269376721619,-0.0015299003852894538,-0.00010497260270162997,-0.00037741382523281963,0.0015792579370399386,0.03979023622930431,-5.6927818834759965e-06,-0.0011199462347348784,none,False,False,0.03979023622930431,-5.6927818834759965e-06,-0.0011199462347348784,0.00252765428757861,0.551031372291026,0.9262188371841602,-0.005097650222290523,0.003948496160953282,0.0037680274000633576
21,0.4000000000000001,0.11845120477333065,0.011019136233351108,0.2524188846096315,0.11692417791260074,0.010907423571802464,0.2519942922318736,-0.0015270268607299187,-0.00011171266154864391,-0.00042459237775793746,0.0015888893729240849,0.03911787707342239,-7.994267553671787e-06,-0.0011675963662086495,none,False,False,0.03911787707342239,-7.994267553671787e-06,-0.0011675963662086495,0.002560409383261034,0.5516289504148968,0.9287080539193201,-0.00548799317353753,0.0044805996291066375,0.00402518038766805
22,0.4200000000000001,0.11841173622761085,0.011162044337439343,0.2529796962078711,0.11689284805471543,0.011043436547111265,0.25250608947059916,-0.0015188881728954162,-0.00011860779032807876,-0.0004736067372719255,0.001595428604255748,0.038424129996035214,-9.805382009626242e-06,-0.0012027528308088825,none,False,False,0.038424129996035214,-9.805382009626242e-06,-0.0012027528308088825,0.0025826909335379335,0.5523666198954573,0.9314435448572155,-0.0058812889650313805,0.005055702922370354,0.004279125792972251
23,0.4400000000000001,0.11835943541471124,0.011317529676768252,0.2535881303808799,0.11685370422962905,0.011191739586804065,0.25306380474849177,-0.001505731185082182,-0.00012579008996418777,-0.000524325632388134,0.0015993645354456898,0.037710027786467884,-1.1069787406454003e-05,-0.0012261927458087343,none,False,False,0.037710027786467884,-1.1069787406454003e-05,-0.0012261927458087343,0.002591062736877942,0.5532516986104278,0.9344322766745367,-0.006276179025318669,0.005675180466200939,0.004528566110955833
24,0.46000000000000013,0.11829307332072106,0.011486125209423353,0.2542454386479882,0.11680532826431778,0.011352738502080864,0.25366882283339537,-0.0014877450564032835,-0.00013338670734248936,-0.0005766158145928402,0.0016011443295926339,0.03697662180411217,-1.1733130831452413e-05,-0.0012391630549468192,none,False,False,0.03697662180411217,-1.1733130831452413e-05,-0.0012391630549468192,0.0025817343139655905,0.5542915139555847,0.9376806619057579,-0.006671346092695677,0.006340314931021565,0.004772250627286005
25,0.48000000000000015,0.11821120491854956,0.01166833688334045,0.25495277155851037,0.11674613650660624,0.011526823916173665,0.2543224313375937,-0.0014650684119433127,-0.00014151296716678578,-0.0006303402209166808,0.0016011808660035061,0.03622497935186484,-1.1743446831951369e-05,-0.0012432649252884147,none,False,False,0.03622497935186484,-1.1743446831951369e-05,-0.0012432649252884147,0.0025507066547009556,0.5554933777107427,0.9411945145271041,-0.007065518620007888,0.007052282556566046,0.005008984343374427
26,0.5000000000000001,0.11811216796646012,0.011864638181052886,0.25571116931732146,0.11667437187899637,0.011714371411802465,0.2550258131261029,-0.0014377960874637497,-0.00015026676925042164,-0.0006853561912185668,0.0015998596188130528,0.035456180997272206,-1.10513810780217e-05,-0.0012403329327714254,none,False,False,0.035456180997272206,-1.10513810780217e-05,-0.0012403329327714254,0.002493915316215201,0.5568645592093049,0.944979002509117,-0.007457471814801561,0.007812142815221031,0.005237634025851252
27,0.5200000000000001,0.11799408194688704,0.012075466089611134,0.2565215513666825,0.11658809658198971,0.011915741678631265,0.2557800376304518,-0.001405985364897333,-0.0001597244109798699,-0.000741513736230659,0.0015975447896028156,0.03467131783831752,-9.610237215522408e-06,-0.0012323155617230846,none,False,False,0.03467131783831752,-9.610237215522408e-06,-0.0012323155617230846,0.00240736421219465,0.5584122566581955,0.9490385971423236,-0.007846025690159531,0.008620832856224855,0.005457131261174138
28,0.5400000000000001,0.11785484722756695,0.012301218574970525,0.25738470486224624,0.11648518555677129,0.012131280660724065,0.2565860510080968,-0.0013696616707956633,-0.00016993791424646,-0.0007986538541494559,0.0015945845747068373,0.03387148869905764,-7.375858238911435e-06,-0.0012211627528903445,none,False,False,0.03387148869905764,-7.375858238911435e-06,-0.0012211627528903445,0.0022872446703705845,0.5601435663244261,0.9533770189239781,-0.008230040732654816,0.0094791669340255,0.005666472615512639
29,0.5600000000000002,0.11769214457342445,0.01254225356399613,0.25830127199068886,0.1163633208249921,0.012361319704000865,0.2574446650953719,-0.0013288237484323506,-0.00018093385999526541,-0.0008566068953169692,0.001591315490151204,0.033057797231814255,-4.306361292850191e-06,-0.001208725253377164,none,False,False,0.033057797231814255,-4.306361292850191e-06,-0.001208725253377164,0.002130035689221576,0.5620654492120681,0.957997179795411,-0.008608411972158107,0.010387840800088165,0.005864717202871937
30,0.5800000000000002,0.11750343517080723,0.01279888936743896,0.2592717360871686,0.11621998683182068,0.012606175703693665,0.2583565451112683,-0.0012834483389865536,-0.00019271366374529544,-0.0009151909759002597,0.001588065715709129,0.032231348896886065,-3.6175057804444276e-07,-0.0011966694170864798,none,False,False,0.032231348896886065,-3.6175057804444276e-07,-0.0011966694170864798,0.0019325827200068926,0.5641846947896949,0.9629011215342299,-0.0089800623545576,0.011347440833745028,0.006050982138668563
31,0.6000000000000002,0.11728596135069344,0.013071406416028955,0.2602964065236155,0.11605246692729565,0.012866151251802465,0.25932219608047113,-0.0012334944233977907,-0.00020525516422648972,-0.0009742104431443854,0.0015851574566984414,0.03139324778724035,4.496563023637483e-06,-0.0011864099418099985,none,False,False,0.03139324778724035,4.496563023637483e-06,-0.0011864099418099985,0.0016921536653396062,0.5665078812852249,0.9680899501344025,-0.009343936368728246,0.01235845751044681,0.0062244364919433
32,0.6200000000000002,0.11703674821701435,0.013360050130629608,0.26137540235312734,0.11585784113013134,0.013141534784551266,0.2603419479570412,-0.0011789070868830076,-0.00021851534607834205,-0.001033454396086153,0.0015829083564011253,0.030544593263898363,1.0306304772776538e-05,-0.001179061870413996,none,False,False,0.030544593263898363,1.0306304772776538e-05,-0.001179061870413996,0.00140647206028583,0.5690413320343958,0.9735637660447429,-0.00969899486397483,0.013421302658497183,0.00638429444029672
33,0.6400000000000002,0.11675260640018703,0.01366503470768603,0.2625086347124024,0.11563298532731442,0.013432600729844068,0.2614159394450074,-0.001119621072872612,-0.00023243397784196256,-0.001092695267394972,0.00158163202049757,0.029686476367900082,1.7104909858949763e-05,-0.0011754120853396087,none,False,False,0.029686476367900082,1.7104909858949763e-05,-0.0011754120853396087,0.001073728534190662,0.5717910673541016,0.9793215901872273,-0.010044211918463036,0.014536329841587226,0.0065298083733512195
34,0.6600000000000003,0.11643013616701778,0.013986547574113177,0.2636957880032219,0.11537457207185009,0.013739609654720868,0.26254410052900695,-0.0010555640951676881,-0.0002469379193923097,-0.0011516874742149574,0.001581637737696155,0.0288199759763582,2.4930097339381588e-05,-0.001175909534240159,none,False,False,0.0288199759763582,2.4930097339381588e-05,-0.001175909534240159,0.0006925726036761667,0.5747627514063114,0.9853612857386268,-0.01037857449260154,0.015703857126912357,0.006660262683166069
35,0.6800000000000003,0.11606573312624756,0.014324754251697682,0.2649362998957928,0.11507907314961649,0.014062808412813668,0.2637261337470469,-0.0009866599766310685,-0.0002619458388840139,-0.001210166148745917,0.0015832294968085945,0.027946154673122774,3.3820415148233185e-05,-0.0011806725771830273,none,False,False,0.027946154673122774,3.3820415148233185e-05,-0.0011806725771830273,0.00026208759422556886,0.5779616335225967,0.9916794757326276,-0.010701085436197964,0.016924191457458788,0.006774968926710521
36,0.7000000000000003,0.11565559577453566,0.014679803369759138,0.2662293402205522,0.11474276409417336,0.014402430291802468,0.2649614942585147,-0.0009128316803622971,-0.0002773730779566698,-0.0012678459620375504,0.0015867044099337258,0.02706605430864539,4.381572957568745e-05,-0.001189511167906943,none,False,False,0.02706605430864539,4.381572957568745e-05,-0.001189511167906943,-0.00021824798177028467,0.5813924834693315,0.9982714566200036,-0.011010770229191785,0.018197653840604466,0.006873262952801128
37,0.7200000000000003,0.11519573513000057,0.01505183157626754,0.2675737888422975,0.11436173083522583,0.01475869516087127,0.2662493687837654,-0.0008340042947747456,-0.0002931364153962706,-0.001324420058532061,0.001592350656474937,0.026180691228963562,5.4957635585683425e-05,-0.0012019610899124695,none,False,False,0.026180691228963562,5.4957635585683425e-05,-0.0012019610899124695,-0.0007486089520460193,0.585059520155771,1.0051311080193068,-0.011306687638105188,0.019524604592766472,0.006954504462337765
38,0.7400000000000003,0.1146819867001684,0.015440968119859195,0.2689682126398111,0.11393187867191559,0.015131809618164072,0.267588653516971,-0.0007501080282528022,-0.0003091585016951233,-0.0013795591228401016,0.0016004450651712575,0.025291051159791675,6.728976748834935e-05,-0.0012173271654733785,none,False,False,0.025291051159791675,6.728976748834935e-05,-0.0012173271654733785,-0.001328878173841753,0.5889663333143044,1.0122507989908809,-0.011587944279260796,0.02090546793471963,0.007018079327340776
39,0.7600000000000003,0.11411002502827437,0.015847338907121568,0.2704108417457072,0.11344894376582057,0.015521967138240871,0.2689779311414005,-0.0006610812624538026,-0.0003253717688806966,-0.0014329106043066697,0.0016112504533704784,0.024398083738408658,8.085799258069075e-05,-0.0012347322374949192,none,False,False,0.024398083738408658,8.085799258069075e-05,-0.0012347322374949192,-0.001958703727289187,0.5931157977152682,1.0196212912738318,-0.01185371290917306,0.022340755310637624,0.007063404842702615
40,0.7800000000000004,0.11347538105484176,0.016271069879610998,0.2718995452345553,0.11290850735008523,0.015929348219533672,0.2704154471058526,-0.0005668737047565264,-0.0003417216600773258,-0.0014840981287027044,0.001625012844789007,0.02350269669339902,9.571047323765057e-05,-0.0012531687775049745,none,False,False,0.02350269669339902,9.571047323765057e-05,-0.0012531687775049745,-0.0026375552030965055,0.5975099795202774,1.027231640037901,-0.01210325412372291,0.023831086901425397,0.007089937935924743
41,0.8000000000000004,0.11277346252078221,0.016712289599468896,0.2734318064823591,0.11230601285005079,0.01635412053180247,0.27189908535246526,-0.0004674496707314235,-0.0003581690676664265,-0.0015327211298938326,0.0016419586894081655,0.022605749680164634,0.00011189758536866595,-0.001271550176389735,none,False,False,0.022605749680164634,0.00011189758536866595,-0.001271550176389735,-0.0033647760534423676,0.602150034428561,1.0350690928202775,-0.012335941047842379,0.02537721090714268,0.0070971862248616555
42,0.8200000000000004,0.11199957762512351,0.017171130980537845,0.27500469845706554,0.11163678610666138,0.016796439063591274,0.2734263437194336,-0.00036279151846213553,-0.00037469191694657067,-0.0015783547376319595,0.0016622922114653638,0.021708047788228296,0.00012947168311145136,-0.0012887591029189353,none,False,False,0.021708047788228296,0.00012947168311145136,-0.0012887591029189353,-0.004139629453382072,0.6070360973292526,1.0431189874408575,-0.012551286542040468,0.026980020283588542,0.007084721700213281
43,0.8400000000000004,0.11114896212988201,0.01764773214941546,0.276614859235846,0.11089605888633292,0.017256446269684075,0.27499430927704666,-0.0002529032435490963,-0.0003912858797313831,-0.0016205499587993444,0.0016861930077068203,0.020810334745110612,0.00014848670102660547,-0.0013036907392241148,none,False,False,0.020810334745110612,0.00014848670102660547,-0.0013036907392241148,-0.0049613356615330305,0.6121671632471354,1.0513646498140987,-0.012748972439908144,0.02864056672175438,0.007052196723510409
44,0.8600000000000004,0.11021681008276345,0.018142236466209896,0.27825846808253335,0.11007899584942199,0.017734272218560873,0.27659963389163256,-0.00013781423334145726,-0.00040796424764902306,-0.001658834190900793,0.0017138140106711741,0.01991328585042704,0.0001689975859073518,-0.0013152891913041126,none,False,False,0.01991328585042704,0.0001689975859073518,-0.0013152891913041126,-0.005829099440430861,0.6175409594575879,1.0597872927099183,-0.012928880358931935,0.030360071752074457,0.00699936197601529
45,0.8800000000000004,0.10919830830003589,0.018654791775612328,0.27993122245520885,0.10918072513346319,0.018230034739853677,0.27823851034912234,-1.7583166572701647e-05,-0.0004247570357586508,-0.0016927121060865136,0.0017452799148746998,0.01901750068325123,0.00019105955069864585,-0.0013225758963019767,none,False,False,0.01901750068325123,0.00019105955069864585,-0.0013225758963019767,-0.006742126668901874,0.6231538087572638,1.068365916654231,-0.013091123687745829,0.03213993493257346,0.006926085968435966
46,0.9000000000000005,0.10808867471837924,0.01918554899241377,0.2816283163499359,0.10819637268650603,0.01874383957180248,0.27990664940757826,0.00010769796812679089,-0.0004417094206112908,-0.001721666942357647,0.0017806861388247315,0.018123495635682923,0.0002147271430007339,-0.0013246693770899386,none,False,False,0.018123495635682923,0.0002147271430007339,-0.0013246693770899386,-0.007699629822048785,0.6290004840158854,1.0770772143065224,-0.013236080435333131,0.03398173913313349,0.00683237572222235
47,0.9200000000000005,0.10688320068782636,0.019734660151380624,0.28334442042219443,0.107121100459753,0.019275780508711277,0.28159925818566733,0.00023789977192663347,-0.00045887964266934714,-0.001745162236527098,0.0018200983654020886,0.0172316963357312,0.00024005312039817602,-0.0013207962029845094,none,False,False,0.0172316963357312,0.00024005312039817602,-0.0013207962029845094,-0.008700822488981633,0.6350740543046561,1.0858954798099636,-0.013364426720091655,0.03588725295824182,0.006718398254605974
48,0.9400000000000005,0.10557729723552228,0.020302276067422936,0.2850736643604215,0.10595014853688624,0.01982593954840408,0.2833110203311103,0.00037285130136395506,-0.0004763365190188565,-0.0017626440293112,0.001863552667982909,0.016342430033134694,0.0002670871245489899,-0.0013102934800460627,none,False,False,0.016342430033134694,0.0002670871245489899,-0.0013102934800460627,-0.009744903525079701,0.641365723104588,1.0947925247729324,-0.013477170764837777,0.037858430352245925,0.006584502533239059
49,0.9600000000000005,0.10416654528128544,0.02088854375786443,0.28680962201718363,0.10467888123963266,0.02039438703968088,0.2850360784489031,0.0005123359583472237,-0.0004941567181835499,-0.0017735435682805223,0.0019110561961728683,0.015455918032868837,0.0002958741458236544,-0.0012926035992178798,none,False,False,0.015455918032868837,0.0002958741458236544,-0.0012926035992178798,-0.010831031785667068,0.6478646593573921,1.1037376027182282,-0.013575687333353884,0.03989740740473998,0.006431241602337202
50,0.9800000000000005,0.10264674973399873,0.021493603775357834,0.28854529983204097,0.1033028372049754,0.020981181829773682,0.2867680193028397,0.000656087470976674,-0.0005124219455841517,-0.001777280529201286,0.001962588367275935,0.014572268272111204,0.00032645277054881846,-0.001267262302139766,none,False,False,0.014572268272111204,0.00032645277054881846,-0.001267262302139766,-0.01195829265629749,0.6545578224299279,1.1126973440222518,-0.013661752583699975,0.04200649632411904,0.006259394611586522
51,1.0000000000000004,0.10101399734018966,0.022117587586727182,0.29027312910468694,0.10181778337877777,0.021586371411802474,0.28849986233469194,0.0008037860385881057,-0.0005312161749247077,-0.0017732667699950078,0.0020181024894438153,0.013691468147351508,0.00035885320379149796,-0.0012338813750411293,none,False,False,0.013691468147351508,0.00035885320379149796,-0.0012338813750411293,-0.01312565777951629,0.6614297824298792,1.121635703557479,-0.013737579311314738,0.04418817647262974,0.006069988492335478
52,1.0200000000000005,0.09926471809514978,0.02276061511246217,0.29198496269755525,0.10021977281333717,0.02220999207223128,0.29022405207239943,0.0009550547181873953,-0.0005506230402308881,-0.0017609106251558204,0.0020775277319332645,0.012813377708487929,0.00039309506242802216,-0.0011921274490278762,none,False,False,0.012813377708487929,0.00039309506242802216,-0.0011921274490278762,-0.014331939487251647,0.6684625377357357,1.1305139234450363,-0.013805852504440249,0.046445082266774,0.005864319015414051
53,1.0400000000000005,0.09739574995868003,0.02342279251447535,0.29367207676192675,0.09850520609254776,0.022852069038324083,0.29193245502076776,0.0011094561338677311,-0.0005707234761512664,-0.001739621741158992,0.0021407713566656203,0.011937723346039854,0.00042918493623139286,-0.0011416984729081187,none,False,False,0.011937723346039854,0.00042918493623139286,-0.0011416984729081187,-0.015575741491222247,0.6756353320957836,1.1392905135121425,-0.013869765030413454,0.04877998764621969,0.00564397092545389
54,1.0600000000000005,0.09540440654553191,0.02410421028809812,0.2953251780914623,0.09667089613805635,0.02351261662560088,0.29361636164439947,0.0012664895925244418,-0.000591593662497239,-0.001708816447062833,0.0022077211325781314,0.01106409210507627,0.0004671137191386752,-0.0010822994384465062,none,False,False,0.01106409210507627,0.0004671137191386752,-0.0010822994384465062,-0.01685540737376088,0.6829244742040765,1.1479212522283073,-0.013933053114001627,0.05119578671064628,0.00541083677582936
55,1.0800000000000005,0.09328854738590545,0.024804941681830797,0.29693441770993234,0.09471413607334506,0.02419163838529368,0.2952664940617489,0.0014255886874396106,-0.0006133032965371168,-0.001667923648183467,0.0022782478652395863,0.010191926763953281,0.0005068537190106926,-0.001013618887151217,none,False,False,0.010191926763953281,0.0005068537190106926,-0.001013618887151217,-0.018168968375617007,0.6903031632629829,1.1563592110461574,-0.01400003106409486,0.053695470031618404,0.005167133987966249
56,1.1000000000000005,0.0910466502700505,0.025525041435189216,0.2984894112937153,0.09263276974051561,0.024889127251802482,0.29687302007014144,0.0015861194704651083,-0.0006359141833867342,-0.0016163912235738764,0.0023522079863114967,0.009320521817020038,0.0005483555622177437,-0.0009353076234298112,none,False,False,0.009320521817020038,0.0005483555622177437,-0.0009353076234298112,-0.01951409190909117,0.69774132468644,1.164554805182276,-0.014075624459323156,0.056282096068190894,0.004915419532926508
57,1.1200000000000006,0.08867788510728539,0.026264544795555157,0.29997926701684696,0.09042526437732755,0.025605065690151287,0.29842557411313975,0.0017473792700421625,-0.0006594791054038707,-0.0015536929037072156,0.0024294461596972117,0.008449020497085282,0.0005915449195272867,-0.000846960916452598,none,False,False,0.008449020497085282,0.0005915449195272867,-0.000846960916452598,-0.020888032156472478,0.7052054607690562,1.172455873937739,-0.014165400729938209,0.058958757068913105,0.004658601490191001
58,1.1400000000000006,0.08618218864343011,0.02702346675067258,0.3013926213820309,0.08809078487058497,0.026339425843444085,0.29991328578259835,0.0019085962271548629,-0.0006840409072284941,-0.0014793355994325297,0.002509797867721654,0.007576412964175512,0.0006363190920570779,-0.0007481053027435729,none,False,False,0.007576412964175512,0.0006363190920570779,-0.0007481053027435729,-0.022287584055996165,0.7126585218051638,1.1800077936392537,-0.014275595790146367,0.06172853883825143,0.004399946591184503
59,1.1600000000000006,0.08356033928926149,0.02780180139587905,0.3027176835663104,0.08562926890731765,0.027092169680320893,0.30132481641698466,0.002068929618056159,-0.0007096317155581566,-0.0013928671493257383,0.002593091944352692,0.0067015357720134686,0.0006825435105085967,-0.0006381909182316518,none,False,False,0.0067015357720134686,0.0006825435105085967,-0.0006381909182316518,-0.023709041946340437,0.7200598037699557,1.187153626173601,-0.014413135099484256,0.06459447379247019,0.004143082716559674
