step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,q_platform_x,q_platform_y,q_platform_psi,fail_reason,fallback_applied,hold_active
19,0.36000000000000004,0.0631014091907823,0.00794765716957519,0.2485731583854509,0.06226604528319127,0.008254077779802218,0.24858416458402482,-0.0008353639075910357,0.0003064206102270286,1.100619857391516e-05,-0.0005454006030947898,-3.92811200466153e-05,0.0007893319802344302,none,False,False
20,0.38000000000000006,0.06399169823347815,0.007648866926689389,0.2485732777075916,0.06308446551519127,0.007981271035802217,0.24858416458402482,-0.0009072327182868822,0.00033240410911282783,1.0886876433219284e-05,-0.0006086384290401187,-4.333143033454546e-05,0.0008167899108110008,none,False,False
21,0.4000000000000001,0.06495088985301425,0.00732722087478817,0.24857350093908318,0.06397156438719127,0.007685571411802218,0.24858416458402482,-0.0009793254658229805,0.00035835053701404815,1.066364494164973e-05,-0.0006741838515578029,-4.74692856130238e-05,0.0008348388986905646,none,False,False
22,0.4200000000000001,0.0659791207227156,0.006982690209463101,0.24857382145714046,0.06492776165919127,0.0073668389878022164,0.24858416458402482,-0.0010513590635243264,0.00038414877833911534,1.0343126884360121e-05,-0.000741761879393139,-5.1679285520532325e-05,0.0008437804642159894,none,False,False
23,0.4400000000000001,0.06707628214279299,0.006615324917346566,0.2485742322912062,0.06595321789119127,0.007025020243802217,0.24858416458402482,-0.0011230642516017186,0.0004096953264556514,9.932292818620736e-06,-0.00081108220451367,-5.594447810105703e-05,0.0008442475014631901,none,False,False
24,0.46000000000000013,0.06824202839172462,0.006225251031077586,0.2485747260112805,0.06704784308319127,0.006660145179802216,0.24858416458402482,-0.001194185308533352,0.00043489414872462974,9.438572744324691e-06,-0.0008818405929774094,-6.024554651737496e-05,0.0008371433201467338,none,False,False
25,0.48000000000000015,0.06947578520242517,0.005812667960855561,0.24857529459164052,0.06821130531519128,0.006272324435802216,0.24858416458402482,-0.0012644798872338964,0.00045965647494665505,8.8699923843083e-06,-0.0009537210978061235,-6.456014069846842e-05,0.0008235722130879042,none,False,False
26,0.5000000000000001,0.0707767582578595,0.00537784590717235,0.24857592930275227,0.06944303938719126,0.005861746411802217,0.24858416458402482,-0.0013337188706682435,0.0004839005046298663,8.235281272556128e-06,-0.0010263989372853981,-6.886242231008423e-05,0.0008047658973271549,none,False,False
27,0.5200000000000001,0.07214394162018548,0.004921123352301042,0.2485766206716225,0.07074225545919127,0.005428674387802216,0.24858416458402482,-0.0014016861609942033,0.0005075510355011742,7.543912402319108e-06,-0.0010995437977161845,-7.312287243695009e-05,0.0007820100176744398,none,False,False
28,0.5400000000000001,0.07357612603892731,0.004442904621278193,0.2485773585337092,0.07210794769119128,0.0049734436438022165,0.24858416458402482,-0.001468178347736035,0.0005305390225240235,6.806050315638634e-06,-0.001172823283167601,-7.730838869744198e-05,0.0007565745375482401,none,False,False
29,0.5600000000000002,0.07507190711866982,0.003943657497510536,0.2485781321814553,0.07353890288319127,0.004496458579802216,0.24858416458402482,-0.001533004235478544,0.0005528010822916799,6.0324025695224215e-06,-0.0012459062443677278,-8.138267470484756e-05,0.0007296513060296492,none,False,False
30,0.5800000000000002,0.07662969335907291,0.0034239108734612205,0.2485789305979392,0.07503370911519128,0.003998189835802213,0.24858416458402482,-0.0015959842438816318,0.0005742789623409926,5.233986085623199e-06,-0.0013184657636223873,-8.530690080956912e-05,0.0007023014243033237,none,False,False
31,0.6000000000000002,0.0782477141057363,0.0028842524135168374,0.24857974275194605,0.07659076438719128,0.0034791714118022118,0.24858416458402482,-0.00165694971854502,0.0005949189982853743,4.421832078771448e-06,-0.0013901816403020955,-8.904059365054768e-05,0.0006754142842849861,none,False,False
32,0.6200000000000002,0.07992402746538235,0.002325326204734676,0.24858055792328443,0.0782082852591913,0.0029399977878022104,0.24858416458402482,-0.0017157422061910566,0.0006146715830675342,3.6066607403961726e-06,-0.001460742297453804,-9.254269492738417e-05,0.0006496793650434991,none,False,False
33,0.6400000000000002,0.0816565282425516,0.0017478303710081015,0.24858136602555148,0.07988431549119128,0.002381321043802213,0.24858416458402482,-0.0017722127513603164,0.0006334906727941117,2.7985584733491997e-06,-0.0015298461005816566,-9.577271775631877e-05,0.0006255710952202395,none,False,False
34,0.6600000000000003,0.08344295594876833,0.0011525146282156031,0.2485821578964011,0.08161673468319128,0.0018038479798022124,0.24858416458402482,-0.0018262212655770493,0.0006513333515866093,2.006687623734571e-06,-0.0015972021360907637,-9.869192312842463e-05,0.0006033463648228303,none,False,False
35,0.6800000000000003,0.08528090292232646,0.0005401777615206948,0.24858292553186406,0.08340326691519129,0.0012083372358022097,0.24858416458402482,-0.0018776360071351694,0.0006681594742815149,1.239052160761922e-06,-0.0016625305349887494,-0.00010126444042101598,0.0005830536340264783,none,False,False
36,0.7000000000000003,0.08716782257931366,-8.833498881494553e-05,0.24858366224961725,0.08524148938719128,0.0005955964118022107,0.24858416458402482,-0.0019263331921223759,0.0006839314006171562,5.023344075705261e-07,-0.0017255624442068052,-0.00010345826123115078,0.000564552067545763,none,False,False
37,0.7200000000000003,0.08910103780061987,-0.0007321346407227671,0.24858436277492346,0.08712884105919129,-3.352081219779035e-05,0.24858416458402482,-0.0019721967414285807,0.0006986138285249768,-1.9819089863704065e-07,-0.0017860397503767086,-0.00010524604885700061,0.0005475387399767921,none,False,False
38,0.7400000000000003,0.091077749443805,-0.0013902912833722945,0.2485850232508372,0.0890626312911913,-0.0006781175561977916,0.24858416458402482,-0.0020151181526137096,0.0007121737271745029,-8.586668123755636e-07,-0.001843714650986836,-0.00010660572218781106,0.0005315817169402352,none,False,False
39,0.7600000000000003,0.0930950449585412,-0.002061836984007883,0.24858564118029675,0.0910400484831913,-0.0013372566201977926,0.24858416458402482,-0.0020549964753499017,0.0007245803638100904,-1.4765962719209824e-06,-0.001898349151120203,-0.0001075207898947114,0.000516156719921137,none,False,False
40,0.7800000000000004,0.09514990708006621,-0.0027457687767067154,0.24858621531211522,0.0930581687151913,-0.002009963364197795,0.24858416458402482,-0.002091738364874904,0.0007358054125089202,-2.0507280903969693e-06,-0.0019497145478326637,-0.00010798043071561609,0.0005006851189727808,none,False,False
41,0.8000000000000004,0.09723922257271025,-0.0034410517160982767,0.24858674548501863,0.0951139643871913,-0.0026952285881977935,0.24858416458402482,-0.0021252581855189523,0.0007458231279004832,-2.5809009938093652e-06,-0.001997590949740629,-0.00010797933411237789,0.000484571150202377,none,False,False
42,0.8200000000000004,0.09935979099915249,-0.0041466219761808944,0.24858723244408623,0.09720431285919132,-0.003392011412197797,0.24858416458402482,-0.00215547813996117,0.0007546105639830974,-3.067860061406469e-06,-0.0020417668692863803,-0.00010751733152222327,0.0004672365055356194,none,False,False
43,0.8400000000000004,0.10150833349658075,-0.004861389972586519,0.24858767764370412,0.0993260050911913,-0.004099242156197797,0.24858416458402482,-0.0021823284053894554,0.0007621478163887217,-3.5130596792998237e-06,-0.0020820389189910773,-0.00010659886131395367,0.0004481507643448567,none,False,False
44,0.8600000000000004,0.10368150154631511,-0.005584243486710919,0.24858808304924554,0.1014757542831913,-0.004815825220197795,0.24858416458402482,-0.0022057472631238084,0.000768418266513124,-3.918465220714706e-06,-0.0021182116394460222,-0.00010523231920737177,0.00042685650656831966,none,False,False
45,0.8800000000000004,0.10587588572900183,-0.006314050772014555,0.24858845094805893,0.10365020451519132,-0.0055406419641978,0.24858416458402482,-0.002225681213810518,0.0007734088078167542,-4.286364034100654e-06,-0.002150097483847192,-0.00010342934998940103,0.00040298833961358764,none,False,False
46,0.9000000000000005,0.10808802446179008,-0.007049663625738511,0.24858878377853436,0.1058459393871913,-0.006272553588197798,0.24858416458402482,-0.0022420850745987764,0.0007771100375407129,-4.619194509530855e-06,-0.0021775169797736763,-0.0001012041360268346,0.00037628546358615164,none,False,False
47,0.9200000000000005,0.11031441271744395,-0.007789920413018698,0.2485890839837724,0.10805949065919132,-0.007010404012197801,0.24858416458402482,-0.0022549220582526314,0.0007795164008208965,-4.91939974758826e-06,-0.0022002990823693346,-9.857273301525188e-05,0.0003465977715564027,none,False,False
48,0.9400000000000005,0.11255151072650829,-0.008533649034575343,0.24858935389501902,0.11028734689119132,-0.007753022756197806,0.24858416458402482,-0.002264163835316968,0.0007806262783775376,-5.189310994191398e-06,-0.0022182817236855623,-9.555249585262152e-05,0.0003138858150204573,none,False,False
49,0.9600000000000005,0.11479575266446493,-0.00927966983388272,0.24858959564765604,0.11252596208319132,-0.008499227820197802,0.24858416458402482,-0.0022697905812736063,0.0007804420136849188,-5.431063631211597e-06,-0.0022313125513660796,-9.216162682862411e-05,0.0002782152487042842,none,False,False
50,0.9800000000000005,0.1170435553253049,-0.01002679844351674,0.2485898111309759,0.11477176431519132,-0.009247828564197797,0.24858416458402482,-0.0022717910101135858,0.0007789698793189432,-5.646546951065812e-06,-0.002239249836761677,-8.841886566531139e-05,0.00023974659151060416,none,False,False
51,1.0000000000000004,0.11929132678241934,-0.01077384857419615,0.24859000197087314,0.11702116438719133,-0.009997628588197803,0.24858416458402482,-0.0022701623952280092,0.0007762199859983471,-5.837386848311921e-06,-0.002241963520471163,-8.434332845104612e-05,0.00019872129874277803,none,False,False
52,1.0200000000000005,0.1215354750379311,-0.011519634753275505,0.24859016954241883,0.11927056445919132,-0.010747428612197801,0.24858416458402482,-0.002264910578739787,0.0007722061410777043,-6.004958394006943e-06,-0.0022393363536019535,-7.995449024852552e-05,0.00015544523290239647,none,False,False
53,1.0400000000000005,0.12377241666127685,-0.012262975022123198,0.24859031500778278,0.12151636669119131,-0.0114960293561978,0.24858416458402482,-0.0022560499700855358,0.0007669456659253979,-6.150423757955714e-06,-0.002231265086754063,-7.52722952158705e-05,0.00011027064735054956,none,False,False
54,1.0600000000000005,0.12599858541803494,-0.01300269360291175,0.24859043937288158,0.12375498188319128,-0.01224223442019779,0.24858416458402482,-0.0022436035348436523,0.0007604591827139601,-6.274788856758251e-06,-0.0022176616572301693,-7.031736921202567e-05,6.357776492325758e-05,none,False,False
55,1.0800000000000005,0.12821044089037287,-0.013737623546388696,0.24859054355541282,0.12598283811519134,-0.012984853164197804,0.24858416458402482,-0.0022276027751815253,0.0007527703821908916,-6.378971387999144e-06,-0.0021984543279262203,-6.511130355694738e-05,1.5756949035574546e-05,none,False,False
56,1.1000000000000005,0.13040447709122127,-0.014466609372778714,0.24859062845610225,0.1281963893871913,-0.013722703588197794,0.24858416458402482,-0.0022080877040299707,0.0007439057845809206,-6.4638720774223835e-06,-0.0021735887386822965,-5.967697527252748e-05,-3.2807661538508895e-05,none,False,False
57,1.1200000000000006,0.13257723615432762,-0.015188491172020188,0.24859067988139594,0.1303921242591913,-0.0144546152121978,0.24858416458402482,-0.0021851118951363158,0.0007338759598223884,-6.5152973711124496e-06,-0.002143054808757659,-5.396815017608384e-05,-7.567920874912509e-05,none,False,False
58,1.1400000000000006,0.13472530299873992,-0.01590217005082835,0.24859069329970904,0.13256657449119133,-0.015179431956197803,0.24858416458402482,-0.002158728507548585,0.0007227380946305453,-6.528715684211983e-06,-0.002106855868156999,-4.797998974324253e-05,-0.00011092787484964356,none,False,False
59,1.1600000000000006,0.13684531348480128,-0.016606574294109472,0.24859068541957846,0.1347163236831913,-0.0158960150201978,0.24858416458402482,-0.0021289898016099706,0.0007105592739116706,-6.5208355536361395e-06,-0.0020649557616408843,-4.178209040457335e-05,-0.0001453099013635853,none,False,False
60,1.1800000000000006,0.13893398834064835,-0.017300615915479683,0.24859067016019065,0.1368380159151913,-0.01660324576419779,0.24858416458402482,-0.00209597242545706,0.0006973701512818925,-6.505576165827254e-06,-0.0020173653916213063,-3.545007035814814e-05,-0.0001814402735034299,none,False,False
61,1.2000000000000006,0.14098812722464565,-0.0179832187314617,0.24859065593453936,0.1389283643871913,-0.017300028588197805,0.24858416458402482,-0.0020597628374543486,0.000683190143263894,-6.491350514531424e-06,-0.0019641178765914943,-2.9048603740444588e-05,-0.0002202907713527911,none,False,False
62,1.2200000000000006,0.14300461455422414,-0.018653333721552045,0.24859064665587233,0.14098416005919132,-0.0179852938121978,0.24858416458402482,-0.002020454495032825,0.0006680399093542434,-6.482071847502269e-06,-0.0019052656182090683,-2.2631668257041487e-05,-0.00026185411573128903,none,False,False
63,1.2400000000000007,0.14498042754733745,-0.01930994859058241,0.24859064416861137,0.1430022802911913,-0.018658000556197797,0.24858416458402482,-0.0019781472561461455,0.0006519480343846126,-6.479584586549514e-06,-0.00184087830511919,-1.624956070492705e-05,-0.0003059322878173915,none,False,False
64,1.2600000000000007,0.14691264529814152,-0.01995208942324982,0.24859064880435844,0.14497969748319134,-0.019317139620197807,0.24858416458402482,-0.001932947814950181,0.000634949803052013,-6.484220333613511e-06,-0.0017710430394255337,-9.94895771212237e-06,-0.00035219300702953943,none,False,False
65,1.2800000000000007,0.14879845780243856,-0.020578822371617744,0.24859065978401326,0.1469134877151913,-0.019961736364197798,0.24858416458402482,-0.0018849700872472508,0.0006170860074199459,-6.495199988437728e-06,-0.001695864535208279,-3.7728502592246624e-06,-0.00040019192369756824,none,False,False
66,1.3000000000000007,0.1506351749381875,-0.02118925564843927,0.24859067556204198,0.1488008393871913,-0.02059085358819779,0.24858416458402482,-0.0018343355509962134,0.0005984020602414833,-6.510978017154612e-06,-0.0016154653569510733,2.2393044337753725e-06,-0.00044939772155238293,none,False,False
67,1.3200000000000007,0.15242023542612726,-0.021782541724970933,0.2485906941116922,0.15063906185919132,-0.021203594412197803,0.24858416458402482,-0.0017811735669359396,0.0005789473127731301,-6.529527667387125e-06,-0.001529986238985236,8.051273680524235e-06,-0.0004992187190512739,none,False,False
68,1.3400000000000007,0.1541512157782413,-0.022357879670806872,0.2485907131505337,0.15242559409119136,-0.02179910515619781,0.24858416458402482,-0.0017256216870499552,0.0005587745146090617,-6.548566508862708e-06,-0.0014395865182844844,1.3629643963722158e-05,-0.0005490295969684605,none,False,False
69,1.3600000000000008,0.15582583923103482,-0.02291451759851037,0.24859073030698958,0.1541580132831913,-0.02237657822019779,0.24858416458402482,-0.0016678259478435375,0.0005379393783125769,-6.565722964757548e-06,-0.00134444469902745,1.894337887720069e-05,-0.000598196986046804,none,False,False
70,1.3800000000000008,0.15744198465450343,-0.023451755191566587,0.24859074323079894,0.1558340435151913,-0.0229352549641978,0.24858416458402482,-0.001607941139312119,0.0005165002273687866,-6.578646774113572e-06,-0.0012447591498995084,2.3963394248116698e-05,-0.0006461028111386857,none,False,False
71,1.4000000000000008,0.1589976954238529,-0.023968946302828604,0.24859074965261155,0.15745156438719132,-0.0234744285881978,0.24858416458402482,-0.0015461310366615688,0.0004945177146308023,-6.585068586723031e-06,-0.00114074891543778,2.8662196100833354e-05,-0.000692164493515884,none,False,False
72,1.4200000000000008,0.1604911882419709,-0.0244655016161321,0.24859074739977222,0.15900861965919127,-0.023993447012197786,0.24858416458402482,-0.0014825685827796198,0.0004720546039343153,-6.58281574739128e-06,-0.0010326546042048739,3.30136168620071e-05,-0.0007358513440889404,none,False,False
73,1.4400000000000008,0.16192086190227742,-0.02494089136621647,0.24859073437714488,0.16050342589119138,-0.024491715756197824,0.24858416458402482,-0.0014174360110860429,0.0004491756100186463,-6.56979312005368e-06,-0.000920739300920581,3.699267326116391e-05,-0.0007766967259949613,none,False,False
74,1.4600000000000009,0.163285305986406,-0.025394648113207467,0.2485907085230295,0.1619343810831914,-0.024968700820197823,0.24858416458402482,-0.0013509249032146176,0.00042594729300964376,-6.543939004677313e-06,-0.0008052894395688301,4.057555701573846e-05,-0.0008143058098862624,none,False,False
75,1.4800000000000009,0.16458330949648325,-0.025826369568468576,0.24859066775027827,0.1633000733151912,-0.02542393156419776,0.24858416458402482,-0.0012832361812920579,0.00040243800427081436,-6.503166253446491e-06,-0.0006866155702603897,4.373975769196639e-05,-0.0008483589774669074,none,False,False
76,1.5000000000000009,0.1658138694267703,-0.02623572146779107,0.24859060988248222,0.16459928938719137,-0.025857003588197813,0.24858416458402482,-0.0012145800395789164,0.0003787178795932565,-6.445298457391502e-06,-0.0005650529548050284,4.6464306489300195e-05,-0.000878611139486152,none,False,False
77,1.520000000000001,0.16697619928541738,-0.02662244048786865,0.24859053259403704,0.16583102345919135,-0.02626758161219781,0.24858416458402482,-0.0011451758262260303,0.0003548588756708375,-6.368010012219871e-06,-0.00044096193472130185,4.8730120670684466e-05,-0.0009048874123041235,none,False,False
78,1.540000000000001,0.1680697375795852,-0.026986337201593928,0.24859043336140235,0.1669944856911913,-0.026655402356197795,0.24858416458402482,-0.0010752518883939133,0.00033093484539613305,-6.268777377527179e-06,-0.0003147280281716573,5.052042173631617e-05,-0.0009270757388008778,none,False,False
79,1.560000000000001,0.1690941562800523,-0.027327299066755274,0.2485903094310376,0.1680891108831913,-0.027020277420197795,0.24858416458402482,-0.0010050453968609985,0.00030702164655747877,-6.144847012778953e-06,-0.0001867617286023891,5.182119622633504e-05,-0.0009451171389694634,none,False,False
80,1.580000000000001,0.17004936928175995,-0.0276452934424549,0.2485901578074932,0.1691145671151914,-0.02736209616419783,0.24858416458402482,-0.0009348021665685491,0.0002831972782570691,-5.993223468364617e-06,-5.749799518084016e-05,5.262166636519592e-05,-0.0009589943318772398,none,False,False
81,1.600000000000001,0.1709355408756444,-0.027940370627129223,0.24858997526323434,0.17007076438719132,-0.0276808285881978,0.24858416458402482,-0.0008647764884530673,0.0002595420389314221,-5.810679209516945e-06,7.260455785348197e-05,5.29147384877932e-05,-0.0009687194846204119,none,False,False
82,1.620000000000001,0.1717530942447428,-0.028212666911779503,0.24858975836989244,0.17095786325919124,-0.027976528212197774,0.24858416458402482,-0.0007952309855515649,0.00023613869958172967,-5.593785867619161e-06,0.00020306475144640437,5.269740012283622e-05,-0.0009743218176638891,none,False,False
83,1.640000000000001,0.17250271999351474,-0.028462407641896864,0.2485895035490423,0.17177628349119123,-0.028249334956197775,0.24858416458402482,-0.0007264365023235131,0.00021307268569908944,-5.338965017476216e-06,0.000333380178181875,5.197104121163534e-05,-0.0009758357347394267,none,False,False
84,1.660000000000001,0.17318538471601375,-0.0286899102817894,0.24858920713935106,0.1725267126831913,-0.028499478020197803,0.24858416458402482,-0.0006586720328224382,0.0001904322615915964,-5.042555326240095e-06,0.00046302874331684003,5.074168083341122e-05,-0.0009732900540783112,none,False,False
85,1.680000000000001,0.17380233960398797,-0.02889558747544556,0.24858886547599313,0.17321011491519134,-0.028727278764197804,0.24858416458402482,-0.0005922246887966331,0.0001683087112477541,-4.700891968301146e-06,0.0005914703649306992,4.9020087441002364e-05,-0.0009666988043385513,none,False,False
86,1.700000000000001,0.17435512909171721,-0.029079950098436922,0.24858847497777672,0.17382773938719126,-0.028933153588197785,0.24858416458402482,-0.0005273897045259546,0.00014679651023913678,-4.310393751899566e-06,0.0007181487871893921,4.6821787375691175e-05,-0.000956053920625524,none,False,False
87,1.720000000000001,0.17484559953207898,-0.029243610296676045,0.24858803223723772,0.17438112905919118,-0.029117616812197752,0.24858416458402482,-0.00046447047288780685,0.00012599348447829214,-3.867653212891176e-06,0.0008424934624095923,4.416696292796136e-05,-0.0009413200402536942,none,False,False
88,1.740000000000001,0.17527590789559086,-0.029387284508671167,0.24858753410922704,0.1748721292911914,-0.02928128355619783,0.24858416458402482,-0.00040377860439946844,0.00010600095247333824,-3.3695252022181155e-06,0.000963921462849696,4.1080246847404035e-05,-0.0009224314636741453,none,False,False
89,1.7600000000000011,0.17564853048280193,-0.02951179646912363,0.24858697779400996,0.17530289648319125,-0.02942487262019778,0.24858416458402482,-0.00034563399961068386,8.692384892584892e-05,-2.8132099851307935e-06,0.0010818393890929306,3.759042482380655e-05,-0.0008992912192858842,none,False,False
90,1.7800000000000011,0.1759662716403682,-0.029618080192959886,0.24858636091168818,0.17567590671519126,-0.029549209364197783,0.24858416458402482,-0.00029036492517695023,6.887082876210274e-05,-2.196327663350761e-06,0.00119564524820493,3.3730060787468684e-05,-0.0008717720582807556,none,False,False
91,1.8000000000000012,0.17623227247172482,-0.02970718293983037,0.24858568156570138,0.17599396438719134,-0.02965522858819781,0.24858416458402482,-0.00023830808453348395,5.1954351632559764e-05,-1.5169816765525646e-06,0.001304730281743863,2.953506176581809e-05,-0.0008397191118581661,none,False,False
92,1.8200000000000012,0.17645001953445583,-0.029780268160193624,0.24858493839411178,0.17626021085919125,-0.02974397741219778,0.24858416458402482,-0.00018980867526458,3.629074799584367e-05,-7.738100869514319e-07,0.0014084807295434846,2.5044199646070417e-05,-0.0008029538717041104,none,False,False
93,1.8400000000000012,0.1766233535184876,-0.029838618424755974,0.24858413060843365,0.1764781330911913,-0.0298166181561978,0.24858416458402482,-0.00014522042729628315,2.2000268558173414e-05,3.3975591173796005e-08,0.0015062795201208742,2.0298606497091238e-05,-0.000761279107502506,none,False,False
94,1.8600000000000012,0.1767564779013947,-0.0298836383393149,0.24858325802050624,0.1766515722831913,-0.029874431220197797,0.24858416458402482,-0.00010490561820339361,9.207119117102258e-06,9.065635185878662e-07,0.001597507881585505,1.534125876615601e-05,-0.0007144843129808294,none,False,False
95,1.8800000000000012,0.17685396757916125,-0.029916857447181377,0.2485823210586373,0.17678473251519117,-0.02991881796419775,0.24858416458402482,-6.923506397008006e-05,-1.9605170163729257e-06,1.8435253875126456e-06,0.0016815468686652798,1.0216463528219184e-05,-0.0006623512736339119,none,False,False
96,1.9000000000000012,0.176920777472915,-0.029939933121199462,0.2485813207746858,0.17688218938719139,-0.029951303588197822,0.24858416458402482,-3.858808572360095e-05,-1.1370466998360251e-05,2.8438093390148467e-06,0.0017577788014089223,4.9693575640708425e-06,-0.0006046593724270955,none,False,False
97,1.9200000000000013,0.17696225111389396,-0.02995465344675304,0.24858025884385346,0.1769488986591914,-0.029973540012197826,0.24858416458402482,-1.33524547025754e-05,-1.8886565444787423e-05,3.905740171367134e-06,0.001825588609119231,-3.5457209636964916e-07,-0.0005411902914591975,none,False,False
98,1.9400000000000013,0.17698412921016,-0.02996294009645212,0.24857913755872865,0.17699020489119124,-0.029987308756197775,0.24858416458402482,6.075681031253444e-06,-2.4368659745654248e-05,5.027025296172605e-06,0.0018843650695148948,-5.709939081401026e-06,-0.0004717318235297229,none,False,False
99,1.9600000000000013,0.1769925581993946,-0.029966851196534645,0.24857795981895578,0.17701185008319137,-0.02999452382019782,0.24858416458402482,1.929188379676261e-05,-2.7672623663176077e-05,6.204765069045548e-06,0.0019335019288978916,-1.1051874550201305e-05,-0.00039608057327275944,none,False,False
100,1.9800000000000013,0.17699409879231112,-0.02996858418390915,0.24857672911692247,0.1770199823151914,-0.029997234564197825,0.24858416458402482,2.588352288027118e-05,-2.865038028867367e-05,7.435467102356874e-06,0.0019723988826303627,-1.6336403907120072e-05,-0.0003140433983190739,none,False,False
